"sample","latitude","longitude","date","time","site","location","successful.count","rowid.x","fov.Facing Up","fov.Limited","fov.Open","mean.relief","sd.relief","rowid.y","detailed.Consolidated.Boulder.Turf mat","detailed.Consolidated.Cobbles.No biota","detailed.Consolidated.Cobbles.Turf mat","detailed.Consolidated.Rock.No biota","detailed.Consolidated.Rock.Turf mat","detailed.Consolidated.Rock.Veneer","detailed.Macroalgae.Articulated calcareous.","detailed.Macroalgae.Encrusting.Red","detailed.Macroalgae.Erect course branching.Brown","detailed.Macroalgae.Erect course branching.Green","detailed.Macroalgae.Erect course branching.Red","detailed.Macroalgae.Erect fine branching.Green","detailed.Macroalgae.Erect fine branching.Red","detailed.Macroalgae.Filamentous and filiform.","detailed.Macroalgae.Large canopy-forming.Ecklonia radiata","detailed.Macroalgae.Large canopy-forming.Scytothalia dorycarpa","detailed.Macroalgae.Sheet-like membranous.","detailed.Macroalgae.Small mixed.","detailed.Octocoral/Black.Fan (2D).","detailed.Seagrasses.Strap-like leaves.Thalassodendrum sp.","detailed.Sponges.Crusts.","detailed.Sponges.Erect forms.","detailed.Sponges.Hollow forms.","detailed.Sponges.Massive forms.","detailed.Sponges.Small mixed.","detailed.Stony corals.Sub-massive.Live","detailed.Unconsolidated.Sand.mud (coarse sand)"
"IO1",-34.07868897,114.7788721,20201015,12:07:00,"C.IO.43","South-west","Yes",166820,0,0,0.0239721922569819,1.48,1.22882057274445,68395,0,0,0,0,0,0,0,0,0,0,0,0,0.0160771704180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204618532592809
"IO357",-34.08496667,114.928,20201016,12:08:00,"C.IO.1","South-west","Yes",267220,0,0,0.0149666990945147,2.40909090909091,0.959121170610586,71204,0,0,0,0,0.0014040014040014,0,0,0,0.0014040014040014,0,0,0,0,0,0.00280800280800281,0,0,0,0,0,0,0.00842400842400842,0,0.00561600561600562,0.0014040014040014,0,0.00842400842400842
"IO237",-34.08118897,114.9363721,20201016,12:15:00,"C.IO.1","South-west","Yes",55810,0,0,0.0358230342109977,0,0,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596658711217184
"FH54",-33.76618897,114.9388721,20201017,09:20:00,"C.FH.9","South-west",NA,116210,0,0,0.017207261464338,2,0,40614,0,0,0,0,0,0,0,0,0.0295377344557672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO73",-34.02868897,114.8588721,20201019,09:22:00,"C.IO.60","South-west","Yes",288820,0,0,0.0138475386000138,2.47826086956522,0.510753918455249,91702,0,0,0,0,0,0,0,0,0,0,0,0.00654129190515127,0.00327064595257563,0,0.00109021531752521,0,0,0,0,0.0109021531752521,0.00109021531752521,0,0,0.00218043063505042,0,0,0
"IO4",-34.09118897,114.7813721,20201015,12:17:00,"C.IO.43","South-west","Yes",278020,0,0.00143853844493994,0.0129468460044595,1.15384615384615,1.40548376560692,76587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130532966100589,0,0,0.00783197796603532,0,0.0195799449150883
"IO152",-33.98118897,114.8688721,20201013,12:18:00,"C.IO.37","South-west","Yes",186820,0,0.00214064005137536,0.0192657604623783,2.08333333333333,0.653862548158294,68789,0,0,0.00726606891139756,0,0.00581285512911804,0,0,0,0.0101724964759566,0,0,0,0,0,0,0,0,0,0,0.00435964134683853,0,0,0,0.00145321378227951,0,0,0.00581285512911804
"IO218",-34.07368897,114.9213721,20201016,12:28:00,"C.IO.2","South-west","Yes",204820,0,0.00195255296299912,0.0175729766669921,0.96,0.2,82690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302242640391706
"IO344",-34.0844,114.6744,20201023,09:28:00,"C.IO.14","South-west",NA,182210,0,0,0.0109751413049443,0.769230769230769,0.832050294337844,64002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187458993345206
"IO215",-34.06868897,114.9263721,20201016,12:34:00,"C.IO.2","South-west","Yes",202420,0,0,0.0197569890348711,0,0,81725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305810397553517
"IO125",-34.10868897,114.8263721,20201015,12:38:00,"C.IO.59","South-west","Yes",178820,0,0,0.0223638600022364,2.44,0.506622805119022,69898,0,0,0,0,0.00858086752570685,0,0,0,0.00286028917523562,0,0,0,0.00715072293808904,0,0.0143014458761781,0,0,0,0,0,0,0.00143014458761781,0,0,0.00143014458761781,0,0
"IO123",-34.10618897,114.8188721,20201015,12:42:00,"C.IO.59","South-west","Yes",178020,0,0,0.0224643378636415,2.42857142857143,0.50395263067897,61464,0,0,0.0016262278019905,0,0.00975736681194302,0,0,0,0,0,0,0,0.013009822415924,0,0.0146360502179145,0,0,0,0,0.00487868340597151,0,0.0016262278019905,0,0,0,0,0
"IO132",-33.99118897,114.8713721,20201013,12:47:00,"C.IO.37","South-west","Yes",180420,0,0,0.0221655768591378,2.45,0.51041778553404,55823,0,0,0,0,0,0,0,0,0,0,0,0.0125351431692423,0.00716293895385277,0,0,0,0,0,0,0.00895367369231596,0,0.00537220421538957,0,0.00179073473846319,0,0,0
"IO225",-34.07118897,114.8338721,20201015,14:20:00,"C.IO.4","South-west","Yes",208820,0,0,0.0191515847936417,1.92,0.276887462097269,84150,0,0,0,0,0.00237600237600238,0,0,0,0,0,0,0,0.0118800118800119,0,0,0,0,0.0130680130680131,0,0,0,0,0,0,0,0,0.00237600237600238
"IO223",-34.07118897,114.8463721,20201015,14:25:00,"C.IO.4","South-west","Yes",207220,0,0,0.0192994306667953,1.37037037037037,0.966681402775979,63242,0,0,0,0,0,0,0,0,0.0158055287739651,0,0,0,0.00474165863218954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221277402835512
"IO16",-34.07368897,114.8688721,20201016,09:43:00,"C.IO.35","South-west",NA,145010,0,0,0.0137902502930428,1.42105263157895,1.1697953037312,80655,0,0,0,0,0,0,0,0,0,0,0,0,0.00743734040707043,0,0.00123955673451174,0,0,0.00371867020353522,0,0,0,0,0,0,0,0,0.0111560106106056
"IO224",-34.06118897,114.8388721,20201015,14:35:00,"C.IO.4","South-west","Yes",208020,0,0.00192252234932231,0.0173027011439008,2.31818181818182,0.476731294622796,70271,0,0,0.00284523352254136,0,0.00569046704508273,0,0,0,0.00284523352254136,0,0,0,0.00995831732889477,0,0.00426785028381204,0,0,0,0,0.00569046704508273,0,0,0,0,0,0,0
"IO353",-34.05436667,114.8390667,20201015,14:43:00,"C.IO.5","South-west","Yes",264020,0,0,0.0151480724077861,2.83333333333333,0.380693493813441,89253,0,0,0,0,0,0,0,0,0.00336032796800968,0,0,0,0,0,0.0123212025493688,0.0112010932266989,0,0,0,0,0,0,0,0,0,0,0
"IO201",-34.05618897,114.8338721,20201015,14:46:00,"C.IO.5","South-west","Yes",198020,0,0,0.0201959002322529,1.95238095238095,0.589592272353571,62687,0.0143522357593927,0,0.00797346431077374,0,0.00159469286215475,0,0,0,0.0031893857243095,0,0,0,0,0,0.0031893857243095,0,0,0,0,0.00159469286215475,0,0,0,0.00159469286215475,0,0,0
"IO222",-34.06618897,114.8313721,20201015,14:54:00,"C.IO.4","South-west","Yes",206420,0,0,0.0193742129226,2.05,0.604805318829299,60740,0,0,0,0,0,0,0,0,0.0181040157998683,0,0,0,0.00822909809084924,0,0.00164581961816985,0,0,0,0,0,0,0,0,0,0,0,0.00493745885450955
"FH25",-33.87868897,114.8163721,20201013,07:34:00,"C.FH.16","South-west","Yes",113620,0,0.00439908499032201,0.0307935949322541,2.32,0.690410505906933,39273,0,0,0,0,0.00254478827361564,0,0,0,0.0178135179153094,0,0,0.00508957654723127,0.00508957654723127,0,0,0,0,0,0,0.0178135179153094,0,0,0,0.00254478827361564,0,0,0.0076343648208469
"FH42",-33.88118897,114.8113721,20201013,07:38:00,"C.FH.16","South-west","Yes",123620,0,0,0.0323467572375869,2.88888888888889,0.320256307610174,46902,0,0,0,0,0.00426175712246159,0,0,0,0,0,0,0,0.00426175712246159,0,0.0319631784184619,0,0,0,0,0.0170470284898464,0,0,0,0,0,0,0
"FH58",-33.66368897,114.8413721,20201012,07:47:00,"C.FH.1","South-west","Yes",134820,0,0.00370754856888625,0.0259528399822038,2.17391304347826,0.716822148161496,34996,0,0,0,0,0,0,0,0,0.0371227048173848,0,0,0,0.00571118535652075,0,0,0,0,0,0,0.0114223707130415,0,0,0,0,0,0,0.0114223707130415
"FH9",-33.90118897,114.8513721,20201013,07:58:00,"C.FH.19","South-west","Yes",154820,0,0,0.0258297817383443,2.03703703703704,0.517500017204123,42335,0,0,0,0,0.00472121240734621,0,0,0,0.00944242481469241,0,0,0,0.0306878806477503,0,0,0,0,0,0,0.00708181861101931,0,0,0,0,0.00472121240734621,0,0.00708181861101931
"FH41",-33.67118897,114.8388721,20201012,08:01:00,"C.FH.1","South-west","Yes",122820,0,0,0.0325573823864561,2.87096774193548,0.340777100548239,41901,0,0,0,0,0.00953925403033483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643899647047601,0,0,0,0,0,0,0
"FH16",-33.90118897,114.8563721,20201013,08:02:00,"C.FH.19","South-west","Yes",107620,0,0.00743080066877206,0.0297232026750882,2.46875,0.567073699482846,38452,0,0,0,0.00259848248622804,0,0,0,0.00519696497245609,0.0181893774035963,0,0,0,0.0129924124311402,0,0.00259848248622804,0,0,0,0,0.0389772372934206,0,0,0,0,0,0,0.00259848248622804
"FH51",-33.90618897,114.8538721,20201013,08:06:00,"C.FH.19","South-west","Yes",130420,0,0,0.0306607389238081,2.71875,0.581120996783997,48856,0,0,0,0,0.00204549173621339,0,0,0,0.00613647520864016,0,0,0,0,0,0.00818196694485354,0,0,0,0,0.0388643429880543,0,0.00204549173621339,0,0.00204549173621339,0.00204549173621339,0,0.00409098347242677
"FH70",-33.67368897,114.8463721,20201012,08:07:00,"C.FH.1","South-west","Yes",144420,0,0,0.0276893257649176,2,0.612372435695794,40169,0,0,0.00248842880605186,0,0,0,0,0,0.00995371522420744,0,0,0,0.0149305728363112,0,0,0,0,0,0,0,0,0.00746528641815558,0,0,0,0,0.00746528641815558
"FH47",-33.90618897,114.8488721,20201013,08:09:00,"C.FH.19","South-west","Yes",126820,0,0,0.0315308213778969,2.45833333333333,0.508977377704051,52959,0,0,0,0.00188739784459166,0.00188739784459166,0,0,0,0.0150991827567333,0,0,0.00377479568918332,0.00188739784459166,0,0.00754959137836665,0,0,0,0,0.0132117849121416,0,0,0,0,0,0,0
"FH63",-33.67868897,114.8163721,20201012,08:20:00,"C.FH.2","South-west","Yes",138420,0,0,0.0288892098801098,2.48148148148148,0.700020349724556,50229,0,0,0,0,0.00198981216173193,0,0,0,0.0278573702642471,0,0,0,0.00198981216173193,0,0.00397962432346387,0.00795924864692773,0,0,0,0.00397962432346387,0,0,0,0,0,0,0.0059694364851958
"FH59",-33.66868897,114.8188721,20201012,08:32:00,"C.FH.2","South-west","Yes",17410,0,0,0.114744693057946,1.8,0.560611910581388,7785,0,0,0,0.0384615384615385,0,0,0,0,0.0897435897435897,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513
"IO336",-34.0924,114.8663667,20201016,10:03:00,"C.IO.6","South-west",NA,179810,0,0,0.0111216148584775,2.41666666666667,0.514928650544437,63066,0,0,0,0,0.00158533878689876,0,0,0,0.00158533878689876,0,0,0,0.0079266939344938,0,0,0,0,0,0,0.0079266939344938,0,0,0,0,0,0,0
"FHC03",-33.948622,114.819555,20201013,09:56:00,"C.FH.22","South-west","Yes",164420,0,0,0.0243220235923629,3,0,62715,0,0,0,0,0,0,0,0,0,0,0,0,0.0015940065354268,0,0.00797003267713398,0,0,0,0,0.0207220849605483,0,0,0,0,0.0015940065354268,0,0
"FH68",-33.95118897,114.8288721,20201013,10:01:00,"C.FH.22","South-west","Yes",142020,0,0,0.0281571167112488,2.52,0.585946527708232,44625,0,0,0,0,0,0,0,0,0.0156774916013438,0,0,0,0.00895856662933931,0,0.0179171332586786,0,0,0,0,0.0111982082866741,0,0,0,0,0,0,0.00223964165733483
"FH99",-33.95368897,114.8363721,20201013,10:04:00,"C.FH.22","South-west","Yes",159620,0,0,0.0250532381310284,2.08,0.276887462097269,59848,0,0,0,0,0,0,0,0,0.0200424231289563,0,0,0,0.0150318173467172,0,0,0,0,0,0,0,0,0,0,0.00334040385482605,0.00334040385482605,0,0
"FH89",-33.68618897,114.8013721,20201012,10:34:00,"C.FH.4","South-west","Yes",27010,0,0,0.0739918608953015,3,0,10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123762376237624,0,0,0,0,0,0,0,0,0,0,0,0
"FH45",-33.69368897,114.7988721,20201012,10:39:00,"C.FH.4","South-west","Yes",125220,0,0,0.0319335781574325,2.60869565217391,0.656376446504361,49109,0,0,0,0,0.00203533338760889,0,0,0,0.00814133355043556,0,0,0,0,0,0.0142473337132622,0,0,0,0,0.01831800048848,0,0,0,0,0,0,0.00407066677521778
"FH69",-33.69618897,114.8038721,20201012,10:43:00,"C.FH.4","South-west","Yes",142820,0,0,0.0279994400111998,2.45,0.51041778553404,56185,0,0,0,0,0.00533760341606619,0,0,0,0,0,0,0,0.0124544079708211,0,0.00177920113868873,0,0,0,0,0.0106752068321324,0,0.00177920113868873,0,0.00355840227737746,0,0,0
"FH65",-33.71368897,114.8188721,20201012,10:59:00,"C.FH.6","South-west","Yes",19810,0,0,0.100857286938981,2.35714285714286,0.497245158098847,8309,0,0,0,0,0.0240297969482158,0,0,0,0.0841042893187553,0,0,0,0,0,0.0480595938964316,0,0,0,0,0.0120148984741079,0,0,0,0,0,0,0
"FH10",-33.98618897,114.8863721,20201013,12:32:00,"C.FH.24","South-west","Yes",98820,0,0,0.0404612583451345,2.54166666666667,0.508977377704051,42945,0,0,0,0,0.0116362959342782,0,0,0,0.0209453326817008,0,0,0,0,0,0,0,0,0,0,0.0232725918685564,0,0,0,0,0,0,0
"FH52",-33.99118897,114.8888721,20201013,12:36:00,"C.FH.24","South-west","Yes",131220,0,0,0.0304738686576261,2.22222222222222,0.751067616198811,47130,0,0,0.0190851835358483,0,0.0127234556905656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233263354327035,0,0,0,0,0.00212057594842759,0,0
"FH74",-33.73118897,114.8063721,20201012,12:47:00,"C.FH.7","South-west","Yes",146820,0,0.00340460302328748,0.0238322211630124,2.74074074074074,0.594370552161152,50609,0,0,0,0,0,0,0,0,0.00789951812939411,0,0,0,0.00197487953234853,0,0.00592463859704558,0,0,0,0,0.0315980725175764,0,0,0,0,0.00197487953234853,0,0.00394975906469705
"FH57",-33.78868897,114.8113721,20201012,13:12:00,"C.FH.12","South-west","Yes",134020,0,0,0.0298373862449649,2.18518518518519,0.921413505980268,54229,0,0,0,0,0.00184311412562666,0,0,0,0,0,0,0,0.00184311412562666,0,0.00921557062813329,0,0,0,0,0.0147449130050133,0,0,0,0.00184311412562666,0.00368622825125332,0,0.0165880271306399
"FH106",-33.78868897,114.8163721,20201012,13:16:00,"C.FH.12","South-west","Yes",100420,0,0,0.0398168425243878,2.17391304347826,0.576208131040061,37813,0,0,0,0.00528597103287874,0,0,0,0,0.0449307537794693,0,0,0,0,0,0.00792895654931811,0,0,0,0,0,0,0,0,0,0,0,0.00264298551643937
"IO157",-33.97118897,114.8238721,20201013,10:14:00,"C.IO.33","South-west",NA,144610,0,0,0.0138283896840213,2.7,0.483045891539648,42305,0,0,0,0,0,0,0,0,0,0,0,0,0.00472645633935957,0,0.0165425971877585,0,0,0,0,0,0,0,0,0,0.00236322816967978,0,0
"FH48",-33.79618897,114.8138721,20201012,13:23:00,"C.FH.12","South-west","Yes",13410,0,0,0.148920327624721,2.7,0.470162345981627,7610,0,0,0,0,0.0262123197903014,0,0,0,0,0,0,0,0,0,0.0131061598951507,0,0,0,0,0.144167758846658,0.0131061598951507,0.0262123197903014,0,0,0.0393184796854522,0,0
"FH60",-33.81618897,114.8213721,20201012,15:14:00,"C.FH.13","South-west","Yes",136420,0,0,0.029312619082515,2.20833333333333,0.779027636204913,41444,0,0,0,0,0.0048231123544023,0,0,0,0.0048231123544023,0,0,0,0.0048231123544023,0,0,0,0,0,0,0.00964622470880459,0,0.0048231123544023,0,0.00964622470880459,0.0048231123544023,0,0.0120577808860057
"FH96",-33.81868897,114.8338721,20201012,15:20:00,"C.FH.13","South-west","Yes",158820,0,0,0.025179403248143,2.41666666666667,0.653862548158294,61538,0,0,0,0,0.00324875735031351,0.00324875735031351,0,0,0.00812189337578376,0,0,0,0,0,0.00487313602547026,0,0,0,0,0.00974627205094051,0.00162437867515675,0,0,0.00324875735031351,0.00162437867515675,0,0.00324875735031351
"FH56",-33.83118897,114.8663721,20201012,15:31:00,"C.FH.14","South-west","Yes",133220,0,0,0.030016509079994,2.88461538461538,0.325812593608421,38738,0,0,0,0,0,0,0,0,0.00257971313589929,0,0,0,0.00257971313589929,0,0,0,0,0,0,0.0593334021256836,0,0,0,0.00257971313589929,0,0,0
"FH61",-33.84118897,114.8638721,20201012,15:43:00,"C.FH.14","South-west","Yes",137220,0,0,0.0291417747340813,2.85185185185185,0.362013992898246,58431,0,0,0,0,0.00171062985391221,0,0,0,0.00513188956173663,0,0,0,0.00171062985391221,0,0.00855314926956105,0,0,0,0,0.0290807075165076,0,0,0,0,0,0,0
"IO241",-33.99368897,114.7913721,20201019,06:26:00,"C.IO.42","South-west","Yes",215220,0,0.00046455449224194,0.0181176251974357,2.96,0.2,95492,0,0,0,0,0,0,0,0,0,0,0,0,0.00104693405362396,0,0.0198917470188553,0,0,0,0,0,0,0,0,0.00523467026811981,0,0,0
"IO229",-33.99368897,114.7863721,20201019,06:31:00,"C.IO.42","South-west","Yes",212020,0,0,0.0188625860605489,2.7037037037037,0.608580619450185,88698,0,0,0.00225415610030995,0,0.00338123415046492,0,0,0,0,0,0,0,0,0,0.0169061707523246,0,0,0,0,0,0,0.00225415610030995,0,0.00450831220061989,0,0,0.00112707805015497
"IO227",-33.99868897,114.7838721,20201019,06:37:00,"C.IO.42","South-west","Yes",210420,0,0,0.0190059868858691,2.29166666666667,0.806450444131925,83121,0,0,0,0,0,0,0,0,0.00240543628600637,0.00120271814300319,0,0,0,0,0.0144326177160382,0,0,0,0,0,0,0.00120271814300319,0,0,0.00240543628600637,0,0.00721630885801912
"IO72",-34.03618897,114.8463721,20201019,09:05:00,"C.IO.60","South-west","Yes",288020,0,0,0.0138859959730612,2.48,0.509901951359279,96690,0,0,0,0,0,0,0,0,0,0,0,0.0113736235330611,0.0134415550845267,0,0,0,0,0,0,0.00103396577573282,0,0,0,0,0,0,0
"IO262",-34.01368897,114.8738721,20201019,09:46:00,"C.IO.19","South-west","Yes",221620,0,0,0.0180456555084363,2.3,0.470162345981627,65180,0,0,0,0,0,0,0,0,0.0153374233128834,0,0,0.00460122699386503,0.0107361963190184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO65",-34.01118897,114.8888721,20201019,11:20:00,"C.IO.53","South-west","Yes",285620,0,0,0.014002660505496,1.56,0.711805216802087,95775,0,0,0,0,0.00730688935281837,0,0,0,0.00835073068893528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104384133611691
"IO64",-34.01368897,114.8963721,20201019,11:26:00,"C.IO.47","South-west","Yes",284820,0,0,0.0140419855367549,2,0.324442842261525,82560,0,0,0,0,0,0,0,0,0.00484378784209252,0,0,0,0.0157423104868007,0,0,0,0,0.00121094696052313,0,0,0,0,0,0.00121094696052313,0,0,0.00121094696052313
"IO245",-34.00868897,114.9013721,20201019,11:30:00,"C.IO.47","South-west","Yes",216820,0.00922253988748501,0,0.00922253988748501,2.53333333333333,0.516397779494322,70050,0,0,0,0,0.00428173838578463,0,0,0,0,0,0,0,0.00570898451437951,0,0,0,0,0.00142724612859488,0,0.00856347677156926,0.00142724612859488,0,0,0,0,0,0
"IO261",-33.97618897,114.9213721,20201019,11:46:00,"C.IO.20","South-west","Yes",220820,0,0.00135832654170062,0.0167526940143077,2.63157894736842,0.83069758608784,71567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139696021457309,0,0.00838176128743853,0,0.00558784085829236,0.00698480107286544,0,0.00139696021457309
"IO258",-33.96618897,114.9138721,20201019,12:05:00,"C.IO.20","South-west","Yes",160210,0,0,0.0124820570430007,3,0,61022,0,0,0,0,0,0,0,0,0,0.00491521258294421,0,0,0.00327680838862947,0,0,0,0,0,0,0,0,0.00163840419431474,0,0.00983042516588842,0.00163840419431474,0,0
"IO206",-34.06368897,114.7913721,20201015,10:28:00,"C.IO.7","South-west",NA,150610,0,0,0.0132775675496249,1.8,0.632455532033676,17598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568117259402341,0,0,0.0170435177820702
"IO46",-34.06868897,114.7113721,20201023,06:44:00,"C.IO.34","South-west","Yes",279620,0,0,0.0143030823142387,0.05,0.223606797749979,81320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024588148512417
"IO47",-34.06368897,114.7113721,20201023,06:53:00,"C.IO.34","South-west","Yes",280420,0,0,0.014262283391571,0.25,0.444261658319319,81520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245278390973755
"IO290",-34.06868897,114.7188721,20201023,07:07:00,"C.IO.13","South-west","Yes",230420,0,0.00216957389568689,0.0151870172698082,0.956521739130435,0.638055345958271,74327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134500800279762,0,0,0.02824516805875
"IO302",-34.07118897,114.7238721,20201023,07:13:00,"C.IO.13","South-west","Yes",238420,0,0,0.0167743017696888,0,0,74741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280891361921832
"IO113",-34.05868897,114.7388721,20201023,07:30:00,"C.IO.31","South-west","Yes",174020,0,0,0.0229805814087096,0,0,51030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039177277179236
"IO115",-34.05368897,114.7363721,20201023,07:34:00,"C.IO.31","South-west","Yes",174820,0,0,0.0228754432117122,0.347826086956522,0.714059817469728,59273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371026224808163
"IO280",-34.08868897,114.6738721,20201023,09:24:00,"C.IO.14","South-west","Yes",229620,0,0,0.0174170512932161,0.454545454545455,0.509647191437625,80131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274475066435442
"IO105",-34.06368897,114.6688721,20201023,09:45:00,"C.IO.30","South-west","Yes",170020,0,0,0.0235211101964013,0.782608695652174,0.59973643750101,57869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380024528855953
"IO107",-34.06368897,114.6763721,20201023,09:50:00,"C.IO.30","South-west","Yes",170820,0,0.00292637246868781,0.0204846072808147,0.590909090909091,0.734139659030241,58113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017201341704653,0,0,0.0361228175797712
"IO108",-34.05118897,114.6688721,20201023,10:04:00,"C.IO.30","South-west","Yes",171620,0,0,0.023301875801002,0.3,0.470162345981627,50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396667988893296
"IO101",-34.07868897,114.8963721,20201029,10:10:00,"C.IO.39","South-west","Yes",168420,0,0,0.0237445090822747,2.16,0.374165738677394,63269,0,0,0,0,0,0,0,0,0,0,0,0.00157992858722786,0.0347584289190129,0,0,0,0,0,0,0,0,0,0,0.00315985717445571,0,0,0
"IO102",-34.07118897,114.9113721,20201029,10:26:00,"C.IO.2","South-west","Yes",169220,0,0,0.0236322816967978,2.92857142857143,0.262265264156481,69608,0,0,0,0,0,0,0,0,0,0,0,0,0.00574415532195991,0,0,0,0,0,0,0.0272847377793096,0.00143603883048998,0,0,0.00143603883048998,0.00430811649146993,0,0
"IO216",-34.06118897,114.9163721,20201029,10:33:00,"C.IO.3","South-west","Yes",203220,0,0.00245990357177999,0.0172193250024599,2.34615384615385,0.628796163621102,71812,0,0,0,0,0.00417606280798463,0,0,0,0.00417606280798463,0,0,0,0.0139202093599488,0,0,0,0,0,0,0,0,0.00139202093599488,0,0.00835212561596926,0.00139202093599488,0,0.00278404187198975
"IO355",-34.05473333,114.9111,20201029,10:38:00,"C.IO.3","South-west","Yes",265620,0,0,0.0150568395693744,1.70833333333333,0.750603621828092,68424,0,0,0,0.00292192613370734,0,0,0,0,0.0160705937353904,0,0,0,0.00292192613370734,0,0,0,0,0,0,0,0,0.00146096306685367,0,0.00146096306685367,0,0,0.0102267414679757
"IO211",-34.05618897,114.9063721,20201029,10:42:00,"C.IO.3","South-west","Yes",201620,0,0,0.0198353664583953,2.88888888888889,0.320256307610174,69696,0,0,0,0,0,0,0,0,0,0.00143424694863962,0,0,0.00286849389727923,0,0,0,0,0,0,0.0329876798187112,0,0.00143424694863962,0,0,0,0,0
"IOC05",-34.05394,114.899843,20201029,10:46:00,"C.IO.3","South-west","Yes",297220,0,0,0.0134562336002153,1.95238095238095,0.218217890235992,98256,0,0,0,0,0,0,0,0,0.012210384932385,0,0,0,0.00814025662159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101753207769875
"FH33",-33.70868897,114.8263721,20201012,10:54:00,"C.FH.6","South-west",NA,109010,0,0.00275153627441988,0.0155920388883793,1.90909090909091,0.539359889970594,34826,0,0.00574102247610299,0,0,0,0,0,0,0,0,0,0.0028705112380515,0.0200935786663605,0,0.0028705112380515,0,0,0,0,0,0,0,0,0,0,0,0
"IO378",-33.99368897,114.6388721,20201023,12:04:00,"C.IO.26","South-west","Yes",276420,0,0.00180857990306012,0.0126600593214208,0.636363636363636,0.492365963917331,91553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024024024024024
"IO370",-33.99618897,114.6463721,20201023,12:10:00,"C.IO.26","South-west","Yes",273620,0,0,0.0146166776291749,0.923076923076923,1.16354894776548,94999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526182859067183,0,0,0.0210473143626873
"IO297",-34.10618897,114.7488721,20201022,12:21:00,"C.IO.11","South-west","Yes",234420,0,0,0.0170604793994711,0,0,83845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238478507124545
"IO295",-34.10368897,114.7538721,20201022,12:25:00,"C.IO.11","South-west","Yes",233620,0,0,0.0171188906958829,0,0,68510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291842988472202
"IO192",-33.98618897,114.6688721,20201023,12:36:00,"C.IO.40","South-west","Yes",195220,0,0,0.0204855065041483,0.227272727272727,0.611930449037204,66173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332351386056349
"FH62",-33.75618897,114.8813721,20201017,11:17:00,"C.FH.8","South-west",NA,119010,0,0,0.0168024867680417,2.5,0.52704627669473,34635,0,0,0,0,0,0,0,0,0,0,0,0,0.00865925819021504,0,0,0,0,0.00577283879347669,0,0.00577283879347669,0,0,0,0.00288641939673835,0.00577283879347669,0,0
