"","X","sample","family","unique.name","genus","full.name","species","maxn","latitude","longitude","date","time","location","status","depth","cluster","bathy","flowdir","slope","Temp_mean","Temp_sterr","Temp_trend","mean.relief","sd.relief","detailed.Consolidated.Boulder","detailed.Consolidated.Rock","detailed.Macroalgae.Erect.course.branching","detailed.Macroalgae.Erect.fine.branching","detailed.Macroalgae.Large.canopy.forming","detailed.Macroalgae.Small.mixed","detailed.Seagrasses.Strap.like.leaves","detailed.Sponges.Erect.forms","detailed.Sponges.Massive.forms","detailed.Sponges.Small.mixed","detailed.Unconsolidated.Pebble...gravel..pebble.10.64mm.","detailed.Unconsolidated.Sand","detailed.Unconsolidated.Sand...mud..coarse.sand."
"123",123,"17","Monacanthidae","Monacanthidae Meuschenia flavolineata","Meuschenia","Meuschenia flavolineata","flavolineata",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"124",124,"17","Myliobatidae","Myliobatidae Myliobatis tenuicaudatus","Myliobatis","Myliobatis tenuicaudatus","tenuicaudatus",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"125",125,"17","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"126",126,"17","Scorpididae","Scorpididae Scorpis aequipinnis","Scorpis","Scorpis aequipinnis","aequipinnis",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"127",127,"17","Scorpididae","Scorpididae Scorpis georgiana","Scorpis","Scorpis georgiana","georgiana",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"128",128,"17","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"129",129,"17","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"130",130,"17","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",9,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"131",131,"17","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"132",132,"17","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"133",133,"17","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.132142,114.92083,20200602,"14:20","South-west","No-take",40.2,"nc",-37,16,0.00718320906162262,19.764087677002,0.0187142491340637,0.237060010433197,2.04347826086957,0.705707953345447,0,0,0,21.7391304347826,56.5217391304348,0,0,0,0,0,0,21.7391304347826,0
"134",134,"18","Carangidae","Carangidae Seriola hippos","Seriola","Seriola hippos","hippos",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"135",135,"18","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"136",136,"18","Dasyatidae","Dasyatidae Bathytoshia brevicaudata","Bathytoshia","Bathytoshia brevicaudata","brevicaudata",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"137",137,"18","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",9,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"138",138,"18","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",9,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"139",139,"18","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",6,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"140",140,"18","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"141",141,"18","Plesiopidae","Plesiopidae Trachinops noarlungae","Trachinops","Trachinops noarlungae","noarlungae",8,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"142",142,"18","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",23,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"143",143,"18","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",23,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"144",144,"18","Scorpididae","Scorpididae Tilodon sexfasciatus","Tilodon","Tilodon sexfasciatus","sexfasciatus",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"145",145,"18","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"146",146,"18","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",2,-34.128679,114.924078,20200602,"14:25","South-west","No-take",35.8,"nc",-36,32,0.00973196048289537,19.764087677002,0.0187142491340637,0.237060010433197,3,0,0,0,15,0,85,0,0,0,0,0,0,0,0
"147",147,"2","Carangidae","Carangidae Seriola hippos","Seriola","Seriola hippos","hippos",1,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"148",148,"2","Carangidae","Carangidae Seriola lalandi","Seriola","Seriola lalandi","lalandi",1,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"149",149,"2","Carangidae","Carangidae Unknown spp","Unknown","Unknown spp","spp",3,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"150",150,"2","Gerreidae","Gerreidae Parequula melbournensis","Parequula","Parequula melbournensis","melbournensis",1,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"151",151,"2","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",2,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"152",152,"2","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",10,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"153",153,"2","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"154",154,"2","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",52,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"155",155,"2","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",6,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"156",156,"2","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",26,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"157",157,"2","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,-34.125316,114.928838,20200602,"09:18","South-west","No-take",44.4,"c1",-41,1,0.0176542047411203,19.764087677002,0.0187142491340637,0.237060010433197,2.95,0.223606797749979,0,0,0,25,0,0,0,5,0,70,0,0,0
"158",158,"20","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",2,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"159",159,"20","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"160",160,"20","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",20,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"161",161,"20","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",1,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"162",162,"20","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",58,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"163",163,"20","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"164",164,"20","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"165",165,"20","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",1,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"166",166,"20","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.130219,114.820233,20200603,"08:16","South-west","No-take",51.7,"c8",-50,8,0.00282533233985305,20.0540866851807,0.0187142491340637,0.177060022950172,2.36,0.7,0,40,0,28,4,0,0,0,12,4,0,12,0
"167",167,"21","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"168",168,"21","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"169",169,"21","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"170",170,"21","Labridae","Labridae Bodianus frenchii","Bodianus","Bodianus frenchii","frenchii",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"171",171,"21","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",17,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"172",172,"21","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",2,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"173",173,"21","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"174",174,"21","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"175",175,"21","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",29,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"176",176,"21","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"177",177,"21","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"178",178,"21","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.128151,114.817448,20200603,"08:24","South-west","No-take",52.4,"c8",-51,16,0.00434081582352519,20.1140880584717,0.0187142491340637,0.177060022950172,2.28,0.458257569495584,0,48,0,32,0,0,0,0,0,20,0,0,0
"179",179,"22","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",2,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"180",180,"22","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",15,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"181",181,"22","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"182",182,"22","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"183",183,"22","Monacanthidae","Monacanthidae Meuschenia freycineti","Meuschenia","Meuschenia freycineti","freycineti",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"184",184,"22","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"185",185,"22","Nemipteridae","Nemipteridae Pentapodus vitta","Pentapodus","Pentapodus vitta","vitta",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"186",186,"22","Platycephalidae","Platycephalidae Platycephalus spp","Platycephalus","Platycephalus spp","spp",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"187",187,"22","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",2,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"188",188,"22","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",10,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"189",189,"22","Scorpididae","Scorpididae Tilodon sexfasciatus","Tilodon","Tilodon sexfasciatus","sexfasciatus",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"190",190,"22","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",8,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"191",191,"22","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",2,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"192",192,"22","Urolophidae","Urolophidae Urolophus circularis","Urolophus","Urolophus circularis","circularis",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"193",193,"22","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",1,-34.126271,114.819552,20200603,"08:32","South-west","No-take",51.9,"c8",-50,16,0.00434068776667118,20.0540866851807,0.0187142491340637,0.177060022950172,2.04545454545455,0.843872746402686,0,4.34782608695652,0,39.1304347826087,17.3913043478261,0,0,0,4.34782608695652,4.34782608695652,0,30.4347826086957,0
"194",194,"23","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,-34.124217,114.817017,20200603,"08:38","South-west","No-take",51.3,"c8",-51,16,0.00434055924415588,20.1140880584717,0.0187142491340637,0.177060022950172,2.56521739130435,0.506869801869702,0,13.0434782608696,0,4.34782608695652,0,0,0,0,8.69565217391304,73.9130434782609,0,0,0
"195",195,"23","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,-34.124217,114.817017,20200603,"08:38","South-west","No-take",51.3,"c8",-51,16,0.00434055924415588,20.1140880584717,0.0187142491340637,0.177060022950172,2.56521739130435,0.506869801869702,0,13.0434782608696,0,4.34782608695652,0,0,0,0,8.69565217391304,73.9130434782609,0,0,0
"196",196,"23","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",6,-34.124217,114.817017,20200603,"08:38","South-west","No-take",51.3,"c8",-51,16,0.00434055924415588,20.1140880584717,0.0187142491340637,0.177060022950172,2.56521739130435,0.506869801869702,0,13.0434782608696,0,4.34782608695652,0,0,0,0,8.69565217391304,73.9130434782609,0,0,0
"197",197,"23","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",4,-34.124217,114.817017,20200603,"08:38","South-west","No-take",51.3,"c8",-51,16,0.00434055924415588,20.1140880584717,0.0187142491340637,0.177060022950172,2.56521739130435,0.506869801869702,0,13.0434782608696,0,4.34782608695652,0,0,0,0,8.69565217391304,73.9130434782609,0,0,0
