"sample","scientific","maxn","family","genus","species","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","id"
"23","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,08:38:00,"South-west","No-take","NA",51.3,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.23"
"24","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,08:47:00,"South-west","No-take","NA",49.8,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.24"
"25","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,08:54:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.25"
"26","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,09:02:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.26"
"27","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,10:19:00,"South-west","No-take","NA",47.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.27"
"28","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,10:27:00,"South-west","No-take","NA",44.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.28"
"29","Dasyatidae Bathytoshia brevicaudata",1,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.111084,114.855648,20200603,10:31:00,"South-west","No-take","NA",43,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.29"
"30","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.112094,114.85946,20200603,10:37:00,"South-west","No-take","NA",42.9,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.30"
"31","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.116007,114.860738,20200603,10:42:00,"South-west","No-take","NA",44.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.31"
"32","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.130076,114.86109,20200603,10:49:00,"South-west","No-take","NA",43.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.32"
"33","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.133067,114.8627,20200603,10:54:00,"South-west","No-take","NA",43.6,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.33"
"34","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.131334,114.866053,20200603,12:18:00,"South-west","No-take","NA",42.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.34"
"35","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.134801,114.869348,20200603,12:23:00,"South-west","No-take","NA",43.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.35"
"36","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.130484,114.878263,20200603,12:29:00,"South-west","No-take","NA",42.2,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.36"
"37","Dasyatidae Bathytoshia brevicaudata",1,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.126354,114.878937,20200603,12:34:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.37"
"38","Dasyatidae Bathytoshia brevicaudata",0,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.127912,114.883938,20200603,12:39:00,"South-west","No-take","NA",41.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.38"
"39","Dasyatidae Bathytoshia brevicaudata",1,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.132294,114.884797,20200603,12:42:00,"South-west","No-take","NA",42.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.39"
"40","Dasyatidae Bathytoshia brevicaudata",1,"Dasyatidae","Bathytoshia","brevicaudata","2020-06_south-west_stereo-BRUVs",-34.133669,114.880443,20200603,12:46:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.40"
"01","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.128599,114.930865,20200602,09:10:00,"South-west","No-take","NA",46.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.01"
"02","Gerreidae Parequula melbournensis",1,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,09:18:00,"South-west","No-take","NA",44.4,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.02"
"03","Gerreidae Parequula melbournensis",2,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.126906,114.925945,20200602,09:27:00,"South-west","No-take","NA",39.3,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.03"
"04","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,20200602,09:44:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.04"
"05","Gerreidae Parequula melbournensis",7,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,20200602,09:57:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.05"
"06","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,20200602,10:06:00,"South-west","No-take","NA",43.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.06"
"07","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,20200602,10:16:00,"South-west","No-take","NA",43.9,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.07"
"08","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,20200602,13:48:00,"South-west","No-take","NA",39.6,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.08"
"09","Gerreidae Parequula melbournensis",2,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","NA",43.8,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.09"
"10","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","NA",45.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.10"
"11","Gerreidae Parequula melbournensis",2,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","NA",45.08,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.11"
"12","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.132262,114.928545,20200602,12:03:00,"South-west","No-take","NA",40.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.12"
"13","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.128506,114.930547,20200602,12:09:00,"South-west","No-take","NA",45.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.13"
"14","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.128381,114.925457,20200602,12:16:00,"South-west","No-take","NA",35,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.14"
"15","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,14:09:00,"South-west","No-take","NA",43,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.15"
"16","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,14:14:00,"South-west","No-take","NA",40.9,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.16"
"17","Gerreidae Parequula melbournensis",3,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,14:20:00,"South-west","No-take","NA",40.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.17"
"18","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,14:25:00,"South-west","No-take","NA",35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","2020-06_south-west_stereo-BRUVs.18"
"20","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,08:16:00,"South-west","No-take","NA",51.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.20"
"21","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,08:24:00,"South-west","No-take","NA",52.4,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.21"
"22","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,08:32:00,"South-west","No-take","NA",51.9,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.22"
"23","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,08:38:00,"South-west","No-take","NA",51.3,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.23"
"24","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,08:47:00,"South-west","No-take","NA",49.8,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.24"
"25","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,08:54:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.25"
"26","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,09:02:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.26"
"27","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,10:19:00,"South-west","No-take","NA",47.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.27"
"28","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,10:27:00,"South-west","No-take","NA",44.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.28"
"29","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.111084,114.855648,20200603,10:31:00,"South-west","No-take","NA",43,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.29"
"30","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.112094,114.85946,20200603,10:37:00,"South-west","No-take","NA",42.9,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.30"
"31","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.116007,114.860738,20200603,10:42:00,"South-west","No-take","NA",44.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.31"
"32","Gerreidae Parequula melbournensis",4,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.130076,114.86109,20200603,10:49:00,"South-west","No-take","NA",43.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.32"
"33","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.133067,114.8627,20200603,10:54:00,"South-west","No-take","NA",43.6,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.33"
"34","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.131334,114.866053,20200603,12:18:00,"South-west","No-take","NA",42.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.34"
"35","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.134801,114.869348,20200603,12:23:00,"South-west","No-take","NA",43.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.35"
"36","Gerreidae Parequula melbournensis",1,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.130484,114.878263,20200603,12:29:00,"South-west","No-take","NA",42.2,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.36"
"37","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.126354,114.878937,20200603,12:34:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.37"
"38","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.127912,114.883938,20200603,12:39:00,"South-west","No-take","NA",41.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.38"
"39","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.132294,114.884797,20200603,12:42:00,"South-west","No-take","NA",42.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.39"
"40","Gerreidae Parequula melbournensis",0,"Gerreidae","Parequula","melbournensis","2020-06_south-west_stereo-BRUVs",-34.133669,114.880443,20200603,12:46:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.40"
"01","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.128599,114.930865,20200602,09:10:00,"South-west","No-take","NA",46.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.01"
"02","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,09:18:00,"South-west","No-take","NA",44.4,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.02"
"03","Glaucosomatidae Glaucosoma hebraicum",3,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.126906,114.925945,20200602,09:27:00,"South-west","No-take","NA",39.3,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.03"
"04","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,20200602,09:44:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.04"
"05","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,20200602,09:57:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.05"
"06","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,20200602,10:06:00,"South-west","No-take","NA",43.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.06"
"07","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,20200602,10:16:00,"South-west","No-take","NA",43.9,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.07"
"08","Glaucosomatidae Glaucosoma hebraicum",2,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,20200602,13:48:00,"South-west","No-take","NA",39.6,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.08"
"09","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,20200602,11:45:00,"South-west","No-take","NA",43.8,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.09"
"10","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.117294,114.918685,20200602,11:51:00,"South-west","No-take","NA",45.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.10"
"11","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.117752,114.92306,20200602,13:55:00,"South-west","No-take","NA",45.08,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.11"
"12","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.132262,114.928545,20200602,12:03:00,"South-west","No-take","NA",40.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.12"
"13","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.128506,114.930547,20200602,12:09:00,"South-west","No-take","NA",45.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.13"
"14","Glaucosomatidae Glaucosoma hebraicum",3,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.128381,114.925457,20200602,12:16:00,"South-west","No-take","NA",35,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.14"
"15","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,14:09:00,"South-west","No-take","NA",43,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.15"
"16","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,14:14:00,"South-west","No-take","NA",40.9,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.16"
"17","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,14:20:00,"South-west","No-take","NA",40.2,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.17"
"18","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,14:25:00,"South-west","No-take","NA",35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","2020-06_south-west_stereo-BRUVs.18"
"20","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,08:16:00,"South-west","No-take","NA",51.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.20"
"21","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,08:24:00,"South-west","No-take","NA",52.4,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.21"
"22","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,08:32:00,"South-west","No-take","NA",51.9,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.22"
"23","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,08:38:00,"South-west","No-take","NA",51.3,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.23"
"24","Glaucosomatidae Glaucosoma hebraicum",1,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,08:47:00,"South-west","No-take","NA",49.8,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.24"
"25","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,08:54:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.25"
"26","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,09:02:00,"South-west","No-take","NA",48.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.26"
"27","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,10:19:00,"South-west","No-take","NA",47.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.27"
"28","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,10:27:00,"South-west","No-take","NA",44.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.28"
"29","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.111084,114.855648,20200603,10:31:00,"South-west","No-take","NA",43,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.29"
"30","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.112094,114.85946,20200603,10:37:00,"South-west","No-take","NA",42.9,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.30"
"31","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.116007,114.860738,20200603,10:42:00,"South-west","No-take","NA",44.4,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.31"
"32","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.130076,114.86109,20200603,10:49:00,"South-west","No-take","NA",43.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.32"
"33","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.133067,114.8627,20200603,10:54:00,"South-west","No-take","NA",43.6,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.33"
"34","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.131334,114.866053,20200603,12:18:00,"South-west","No-take","NA",42.7,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.34"
"35","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.134801,114.869348,20200603,12:23:00,"South-west","No-take","NA",43.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.35"
"36","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.130484,114.878263,20200603,12:29:00,"South-west","No-take","NA",42.2,"Hayey","NA","NA","2020-06_south-west_stereo-BRUVs.36"
"37","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.126354,114.878937,20200603,12:34:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.37"
"38","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.127912,114.883938,20200603,12:39:00,"South-west","No-take","NA",41.8,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.38"
"39","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.132294,114.884797,20200603,12:42:00,"South-west","No-take","NA",42.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.39"
"40","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2020-06_south-west_stereo-BRUVs",-34.133669,114.880443,20200603,12:46:00,"South-west","No-take","NA",41.2,"Hayley","NA","NA","2020-06_south-west_stereo-BRUVs.40"
"01","Haemulidae Plectorhinchus flavomaculatus",0,"Haemulidae","Plectorhinchus","flavomaculatus","2020-06_south-west_stereo-BRUVs",-34.128599,114.930865,20200602,09:10:00,"South-west","No-take","NA",46.7,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.01"
"02","Haemulidae Plectorhinchus flavomaculatus",0,"Haemulidae","Plectorhinchus","flavomaculatus","2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,09:18:00,"South-west","No-take","NA",44.4,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.02"
"03","Haemulidae Plectorhinchus flavomaculatus",0,"Haemulidae","Plectorhinchus","flavomaculatus","2020-06_south-west_stereo-BRUVs",-34.126906,114.925945,20200602,09:27:00,"South-west","No-take","NA",39.3,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.03"
"04","Haemulidae Plectorhinchus flavomaculatus",0,"Haemulidae","Plectorhinchus","flavomaculatus","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,20200602,09:44:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.04"
"05","Haemulidae Plectorhinchus flavomaculatus",0,"Haemulidae","Plectorhinchus","flavomaculatus","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,20200602,09:57:00,"South-west","No-take","NA",44.1,"Hayley","Yes","NA","2020-06_south-west_stereo-BRUVs.05"
