"","sample","campaignid.x","full.name","family","genus","species","maxn","campaignid.y","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","deployment","cluster","notes"
"97","16","2020-06_south-west_stereo-BRUVs","Berycidae Centroberyx lineatus","Berycidae","Centroberyx","lineatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"98","16","2020-06_south-west_stereo-BRUVs","Cheilodactylidae Nemadactylus valenciennesi","Cheilodactylidae","Nemadactylus","valenciennesi",2,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"99","16","2020-06_south-west_stereo-BRUVs","Haemulidae Plectorhinchus flavomaculatus","Haemulidae","Plectorhinchus","flavomaculatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"100","16","2020-06_south-west_stereo-BRUVs","Labridae Bodianus frenchii","Labridae","Bodianus","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"101","16","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",6,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"102","16","2020-06_south-west_stereo-BRUVs","Labridae Ophthalmolepis lineolatus","Labridae","Ophthalmolepis","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"103","16","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",14,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"104","16","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia flavolineata","Monacanthidae","Meuschenia","flavolineata",2,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"105","16","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia galii","Monacanthidae","Meuschenia","galii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"106","16","2020-06_south-west_stereo-BRUVs","Myliobatidae Myliobatis tenuicaudatus","Myliobatidae","Myliobatis","tenuicaudatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"107","16","2020-06_south-west_stereo-BRUVs","Oplegnathidae Oplegnathus woodwardi","Oplegnathidae","Oplegnathus","woodwardi",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"108","16","2020-06_south-west_stereo-BRUVs","Pomacentridae Chromis klunzingeri","Pomacentridae","Chromis","klunzingeri",33,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"109","16","2020-06_south-west_stereo-BRUVs","Scorpididae Scorpis aequipinnis","Scorpididae","Scorpis","aequipinnis",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"110","16","2020-06_south-west_stereo-BRUVs","Scorpididae Scorpis georgiana","Scorpididae","Scorpis","georgiana",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"111","16","2020-06_south-west_stereo-BRUVs","Serranidae Epinephelides armatus","Serranidae","Epinephelides","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"112","16","2020-06_south-west_stereo-BRUVs","Sparidae Chrysophrys auratus","Sparidae","Chrysophrys","auratus",4,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"113","16","2020-06_south-west_stereo-BRUVs","Rhinobatidae Trygonorrhina dumerilii","Rhinobatidae","Trygonorrhina","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"114","17","2020-06_south-west_stereo-BRUVs","Carangidae Pseudocaranx spp","Carangidae","Pseudocaranx","spp",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"115","17","2020-06_south-west_stereo-BRUVs","Carcharhinidae Carcharhinus brevipinna","Carcharhinidae","Carcharhinus","brevipinna",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"116","17","2020-06_south-west_stereo-BRUVs","Cheilodactylidae Nemadactylus valenciennesi","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"117","17","2020-06_south-west_stereo-BRUVs","Gerreidae Parequula melbournensis","Gerreidae","Parequula","melbournensis",3,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"118","17","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",8,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"119","17","2020-06_south-west_stereo-BRUVs","Labridae Eupetrichthys angustipes","Labridae","Eupetrichthys","angustipes",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"120","17","2020-06_south-west_stereo-BRUVs","Labridae Ophthalmolepis lineolatus","Labridae","Ophthalmolepis","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"121","17","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",12,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"122","17","2020-06_south-west_stereo-BRUVs","Labridae Unknown spp","Labridae","Unknown","spp",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"123","17","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia flavolineata","Monacanthidae","Meuschenia","flavolineata",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"124","17","2020-06_south-west_stereo-BRUVs","Myliobatidae Myliobatis tenuicaudatus","Myliobatidae","Myliobatis","tenuicaudatus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"125","17","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"126","17","2020-06_south-west_stereo-BRUVs","Scorpididae Scorpis aequipinnis","Scorpididae","Scorpis","aequipinnis",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"127","17","2020-06_south-west_stereo-BRUVs","Scorpididae Scorpis georgiana","Scorpididae","Scorpis","georgiana",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"128","17","2020-06_south-west_stereo-BRUVs","Serranidae Caesioperca sp1","Serranidae","Caesioperca","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"129","17","2020-06_south-west_stereo-BRUVs","Serranidae Epinephelides armatus","Serranidae","Epinephelides","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"130","17","2020-06_south-west_stereo-BRUVs","Sparidae Chrysophrys auratus","Sparidae","Chrysophrys","auratus",9,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"131","17","2020-06_south-west_stereo-BRUVs","Triakidae Furgaleus macki","Triakidae","Furgaleus","macki",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"132","17","2020-06_south-west_stereo-BRUVs","Rhinobatidae Trygonorrhina dumerilii","Rhinobatidae","Trygonorrhina","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"133","17","2020-06_south-west_stereo-BRUVs","Urolophidae Trygonoptera ovalis","Urolophidae","Trygonoptera","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"134","18","2020-06_south-west_stereo-BRUVs","Carangidae Seriola hippos","Carangidae","Seriola","hippos",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"135","18","2020-06_south-west_stereo-BRUVs","Cheilodactylidae Nemadactylus valenciennesi","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"136","18","2020-06_south-west_stereo-BRUVs","Dasyatidae Bathytoshia brevicaudata","Dasyatidae","Bathytoshia","brevicaudata",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"137","18","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",9,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"138","18","2020-06_south-west_stereo-BRUVs","Labridae Ophthalmolepis lineolatus","Labridae","Ophthalmolepis","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"139","18","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",6,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"140","18","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia galii","Monacanthidae","Meuschenia","galii",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"141","18","2020-06_south-west_stereo-BRUVs","Plesiopidae Trachinops noarlungae","Plesiopidae","Trachinops","noarlungae",8,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"142","18","2020-06_south-west_stereo-BRUVs","Pomacentridae Chromis klunzingeri","Pomacentridae","Chromis","klunzingeri",23,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"143","18","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",23,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"144","18","2020-06_south-west_stereo-BRUVs","Scorpididae Tilodon sexfasciatus","Scorpididae","Tilodon","sexfasciatus",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"145","18","2020-06_south-west_stereo-BRUVs","Serranidae Epinephelides armatus","Serranidae","Epinephelides","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"146","18","2020-06_south-west_stereo-BRUVs","Triakidae Furgaleus macki","Triakidae","Furgaleus","macki",2,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"147","2","2020-06_south-west_stereo-BRUVs","Carangidae Seriola hippos","Carangidae","Seriola","hippos",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"148","2","2020-06_south-west_stereo-BRUVs","Carangidae Seriola lalandi","Carangidae","Seriola","lalandi",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"149","2","2020-06_south-west_stereo-BRUVs","Carangidae Unknown spp","Carangidae","Unknown","spp",3,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"150","2","2020-06_south-west_stereo-BRUVs","Gerreidae Parequula melbournensis","Gerreidae","Parequula","melbournensis",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"151","2","2020-06_south-west_stereo-BRUVs","Labridae Ophthalmolepis lineolatus","Labridae","Ophthalmolepis","lineolatus",2,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"152","2","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",10,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"153","2","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia galii","Monacanthidae","Meuschenia","galii",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"154","2","2020-06_south-west_stereo-BRUVs","Pomacentridae Chromis klunzingeri","Pomacentridae","Chromis","klunzingeri",52,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"155","2","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",6,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"156","2","2020-06_south-west_stereo-BRUVs","Serranidae Caesioperca sp1","Serranidae","Caesioperca","sp1",26,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"157","2","2020-06_south-west_stereo-BRUVs","Triakidae Furgaleus macki","Triakidae","Furgaleus","macki",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"158","20","2020-06_south-west_stereo-BRUVs","Cheilodactylidae Nemadactylus valenciennesi","Cheilodactylidae","Nemadactylus","valenciennesi",2,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"159","20","2020-06_south-west_stereo-BRUVs","Heterodontidae Heterodontus portusjacksoni","Heterodontidae","Heterodontus","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"160","20","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",20,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"161","20","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"162","20","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",58,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"163","20","2020-06_south-west_stereo-BRUVs","Serranidae Caesioperca sp1","Serranidae","Caesioperca","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"164","20","2020-06_south-west_stereo-BRUVs","Serranidae Epinephelides armatus","Serranidae","Epinephelides","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"165","20","2020-06_south-west_stereo-BRUVs","Sparidae Chrysophrys auratus","Sparidae","Chrysophrys","auratus",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"166","20","2020-06_south-west_stereo-BRUVs","Urolophidae Trygonoptera ovalis","Urolophidae","Trygonoptera","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"167","21","2020-06_south-west_stereo-BRUVs","Cheilodactylidae Nemadactylus valenciennesi","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"168","21","2020-06_south-west_stereo-BRUVs","Heterodontidae Heterodontus portusjacksoni","Heterodontidae","Heterodontus","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"169","21","2020-06_south-west_stereo-BRUVs","Labridae Austrolabrus maculatus","Labridae","Austrolabrus","maculatus",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"170","21","2020-06_south-west_stereo-BRUVs","Labridae Bodianus frenchii","Labridae","Bodianus","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"171","21","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",17,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"172","21","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",2,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"173","21","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia galii","Monacanthidae","Meuschenia","galii",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"174","21","2020-06_south-west_stereo-BRUVs","Pomacentridae Chromis klunzingeri","Pomacentridae","Chromis","klunzingeri",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"175","21","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",29,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"176","21","2020-06_south-west_stereo-BRUVs","Serranidae Caesioperca sp1","Serranidae","Caesioperca","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"177","21","2020-06_south-west_stereo-BRUVs","Serranidae Epinephelides armatus","Serranidae","Epinephelides","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"178","21","2020-06_south-west_stereo-BRUVs","Urolophidae Trygonoptera ovalis","Urolophidae","Trygonoptera","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"179","22","2020-06_south-west_stereo-BRUVs","Labridae Austrolabrus maculatus","Labridae","Austrolabrus","maculatus",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"180","22","2020-06_south-west_stereo-BRUVs","Labridae Coris auricularis","Labridae","Coris","auricularis",15,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"181","22","2020-06_south-west_stereo-BRUVs","Labridae Ophthalmolepis lineolatus","Labridae","Ophthalmolepis","lineolatus",4,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"182","22","2020-06_south-west_stereo-BRUVs","Labridae Pseudolabrus biserialis","Labridae","Pseudolabrus","biserialis",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"183","22","2020-06_south-west_stereo-BRUVs","Monacanthidae Meuschenia freycineti","Monacanthidae","Meuschenia","freycineti",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"184","22","2020-06_south-west_stereo-BRUVs","Mullidae Upeneichthys vlamingii","Mullidae","Upeneichthys","vlamingii",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"185","22","2020-06_south-west_stereo-BRUVs","Nemipteridae Pentapodus vitta","Nemipteridae","Pentapodus","vitta",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"186","22","2020-06_south-west_stereo-BRUVs","Platycephalidae Platycephalus spp","Platycephalidae","Platycephalus","spp",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"187","22","2020-06_south-west_stereo-BRUVs","Pomacentridae Chromis klunzingeri","Pomacentridae","Chromis","klunzingeri",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"188","22","2020-06_south-west_stereo-BRUVs","Scorpididae Neatypus obliquus","Scorpididae","Neatypus","obliquus",10,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"189","22","2020-06_south-west_stereo-BRUVs","Scorpididae Tilodon sexfasciatus","Scorpididae","Tilodon","sexfasciatus",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"190","22","2020-06_south-west_stereo-BRUVs","Serranidae Caesioperca sp1","Serranidae","Caesioperca","sp1",8,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"191","22","2020-06_south-west_stereo-BRUVs","Sparidae Chrysophrys auratus","Sparidae","Chrysophrys","auratus",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"192","22","2020-06_south-west_stereo-BRUVs","Urolophidae Urolophus circularis","Urolophidae","Urolophus","circularis",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
