,X.1,sample,scientific,maxn,family,genus,species,campaignid,dataset,planned.or.exploratory,latitude,longitude,date,time,location,status,site,depth,observer,successful.count,successful.length,id,unique.name,full.name,X,cluster,cluster.new,number,n,coords.x1,coords.x2,class,depth.1,slope,aspect,roughness,tpi,flowdir,detrended.bathy,detr.slope,detr.flowdir,detr.tri,detr.tpi,detr.aspect,SSTmean_SSTARRS,SSTsterr_SSTARRS,SSTtrend_SSTARRS,optional
49,49,FH27,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.83618897,114.8713721,20201012,15:39:00,NA,NA,NA,42.9,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH27,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,72,6544,C.FH.14,27,1,114.8713721,-33.83618897,MBH,-43,0,1.570796371,0,0,128,22.44644165,0.002951629,1,0.526275158,-1.45E-12,1.49155879,19.86408806,0.018714249,0.207060024,TRUE
50,50,FH28,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.76368897,114.9338721,20201017,9:24:00,NA,NA,NA,44.7,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH28,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,48,3872,C.FH.9,28,1,114.9338721,-33.76368897,MBH,-44,6.94E-18,1.570796371,0,0,8,2.569172144,0.002949146,1,0.526275158,-1.45E-12,1.491491914,19.71408844,0.018714249,0.23706001,TRUE
51,51,FH30,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.75118897,114.8888721,20201017,11:12:00,NA,NA,NA,46.2,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH30,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,39,3389,C.FH.8,30,1,114.8888721,-33.75118897,MBH,-46,0.002342435,1.967174768,1,-0.5,4,12.48933887,0.005144145,1,1.010128856,-0.5,1.701555252,19.80408669,0.018714249,0.187060013,TRUE
52,52,FH31,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.67368897,114.8238721,20201012,8:27:00,NA,NA,NA,45.4,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH31,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,59,480,C.FH.2,31,1,114.8238721,-33.67368897,MBH,-44,0.001681107,4.984723091,1,0.25,16,30.17166138,0.001485448,1,0.452335596,0.25,1.090893984,20.03408813,0.018714249,0.177060023,TRUE
53,53,FH34,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.78618897,114.8838721,20201017,11:51:00,NA,NA,NA,44.8,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH34,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,54,4688,C.FH.11,34,1,114.8838721,-33.78618897,MBH,-45,0.000704649,2.267529964,1,-0.125,16,15.75387669,0.003487922,1,0.651275158,-0.125,1.633495927,19.79408836,0.018714249,0.23706001,TRUE
54,54,FH35,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88368897,114.9313721,20201029,15:09:00,NA,NA,NA,45.2,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH35,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,95,8333,C.FH.17,35,1,114.9313721,-33.88368897,MBH,-45,0.002345526,4.316561699,1,-0.5,4,5.34943819,0.001028611,4,0.5,-0.5,2.281116962,19.74408722,0.028714249,0.277060032,TRUE
55,55,FH37,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.71118897,114.8138721,20201012,11:03:00,NA,NA,NA,44.2,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH37,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,26,1782,C.FH.6,37,1,114.8138721,-33.71118897,MBH,-45,3.47E-18,1.570796371,0,0,128,32.86112976,0.002947353,1,0.526275158,-7.11E-14,1.491443515,20.07408714,0.018714249,0.187060013,TRUE
56,56,FH39,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90368897,114.9313721,20201029,14:44:00,NA,NA,NA,44.8,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH39,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,98,8989,C.FH.18,39,1,114.9313721,-33.90368897,MBH,-45,0.004329327,4.712388992,2,-1,32,5.866120815,0.001404221,32,1,-1,4.879547596,19.69408798,0.018714249,0.257060021,TRUE
57,57,FH41,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.67118897,114.8388721,20201012,8:01:00,NA,NA,NA,44.1,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH41,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,29,210,C.FH.1,41,1,114.8388721,-33.67118897,MBH,-45,0.002713102,1.11E-15,2,-0.25,64,25.02604485,0.004160219,1,0.872378528,-0.25,0.783694267,20.03408813,0.018714249,0.177060023,TRUE
58,58,FH42,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88118897,114.8113721,20201013,7:38:00,NA,NA,NA,45.7,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH42,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,88,8104,C.FH.16,42,1,114.8113721,-33.88118897,MBH,-45,6.94E-18,1.570796371,0,0,128,37.93310165,0.002953175,1,0.526275158,7.11E-15,1.491600394,20.02408791,0.018714249,0.22706002,TRUE
59,59,FH44,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.77118897,114.8638721,20201017,11:28:00,NA,NA,NA,43.3,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH44,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,51,4032,C.FH.10,44,1,114.8638721,-33.77118897,MBH,-43,0.00216132,1.570796371,1,-0.375,4,22.80773926,0.005106769,1,0.901275158,-0.375,1.525030494,19.86408806,0.018714249,0.22706002,TRUE
60,60,FH45,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.69368897,114.7988721,20201012,10:39:00,NA,NA,NA,47.6,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH45,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,4,1123,C.FH.4,45,1,114.7988721,-33.69368897,MBH,-45,0.001460023,2.762853384,1,0.25,4,36.49006271,0.003654129,1,0.760128856,0.25,1.883150578,20.14408684,0.018714249,0.197060019,TRUE
61,61,FH46,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.76618897,114.9288721,20201017,9:28:00,NA,NA,NA,44.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH46,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,45,3872,C.FH.9,46,1,114.9288721,-33.76618897,MBH,-45,0.001080598,4.712388992,1,-0.875,16,2.994101286,0.001873991,128,0.875,-0.875,1.445798397,19.71408844,0.018714249,0.23706001,TRUE
62,62,FH47,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90618897,114.8488721,20201013,8:09:00,NA,NA,NA,43.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH47,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,104,9048,C.FH.19,47,1,114.8488721,-33.90618897,MBH,-42,0.002107854,0.539250612,1,0.5,1,31.3763752,0.004515423,1,0.872378528,0.5,1.101445079,19.9140873,0.018714249,0.217060015,TRUE
63,63,FH48,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.79618897,114.8138721,20201012,13:23:00,NA,NA,NA,48.5,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH48,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,63,4941,C.FH.12,48,1,114.8138721,-33.79618897,MBH,-44,0.003617462,3.141592741,3,0.75,1,36.05702972,0.004483258,1,1.137750268,0.75,2.426096439,20.05408669,0.018714249,0.207060024,TRUE
64,64,FH49,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.92118897,114.9163721,20201029,13:00:00,NA,NA,NA,43.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH49,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,109,9632,C.FH.20,49,1,114.9163721,-33.92118897,MBH,-45,0.002346405,1.175125718,1,0.5,1,10.39924908,0.005235557,1,1.026275158,0.5,1.351688385,19.73408699,0.018714249,0.22706002,TRUE
65,65,FH5,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.69368897,114.9413721,20201017,8:46:00,NA,NA,NA,44.5,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH5,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,18,1365,C.FH.5,5,1,114.9413721,-33.69368897,MBH,-44,0.004225192,5.409653187,3,-0.5,16,-1.279731512,0.002962127,16,0.782292664,-0.5,6.181200504,NA,NA,NA,TRUE
66,66,FH50,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.68118897,114.9313721,20201017,6:51:00,NA,NA,NA,44.6,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH50,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,77,709,C.FH.3,50,1,114.9313721,-33.68118897,MBH,-45,0.002106396,2.603499413,1,-0.5,8,0.118029244,0.004314362,1,0.823939562,-0.5,1.944516659,19.73408699,0.018714249,0.22706002,TRUE
67,67,FH51,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90618897,114.8538721,20201013,8:06:00,NA,NA,NA,43,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH51,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,103,9048,C.FH.19,51,1,114.8538721,-33.90618897,MBH,-43,0.00146052,0.379593104,1,-0.25,128,29.01603317,0.003831525,1,0.776275158,-0.25,1.142825007,19.9140873,0.018714249,0.217060015,TRUE
68,68,FH52,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.99118897,114.8888721,20201013,12:36:00,NA,NA,NA,42.1,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH52,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,17,12223,C.FH.24,52,1,114.8888721,-33.99118897,MBH,-42,0.000705647,2.266347408,1,0.125,2,22.68952751,0.003496282,1,0.651275158,0.125,1.633345842,19.79408836,0.018714249,0.22706002,TRUE
69,69,FH55,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.92368897,114.9088721,20201029,12:52:00,NA,NA,NA,44.9,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH55,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,108,9632,C.FH.20,55,1,114.9088721,-33.92368897,MBH,-44,0.002115949,2.2667377,1,0.625,1,13.50434971,0.004705207,1,0.948939562,0.625,1.811774492,19.73408699,0.018714249,0.22706002,TRUE
70,70,FH56,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.83118897,114.8663721,20201012,15:31:00,NA,NA,NA,43.5,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH56,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,75,6544,C.FH.14,56,1,114.8663721,-33.83118897,MBH,-43,6.94E-18,1.570796371,0,0,128,23.67761421,0.002951458,1,0.526275158,7.11E-14,1.491554141,19.86408806,0.018714249,0.207060024,TRUE
71,71,FH57,Aplodactylidae Aplodactylus westralis,1,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.78868897,114.8113721,20201012,13:12:00,NA,NA,NA,45.8,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH57,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,65,4941,C.FH.12,57,1,114.8113721,-33.78868897,MBH,-45,0.002920482,5.904065132,3,-0.25,64,35.54344559,0.003484578,1,0.872378528,-0.25,0.563015163,20.05408669,0.018714249,0.207060024,TRUE
72,72,FH58,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.66368897,114.8413721,20201012,7:47:00,NA,NA,NA,45.1,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH58,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,32,210,C.FH.1,58,1,114.8413721,-33.66368897,MBH,-44,0.002340406,1.967537761,2,0.125,1,25.15211678,0.005138997,1,0.901275158,0.125,1.701686978,19.97408676,0.018714249,0.197060019,TRUE
73,73,FH59,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.66868897,114.8188721,20201012,8:32:00,NA,NA,NA,44.6,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH59,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,60,480,C.FH.2,59,1,114.8188721,-33.66868897,MBH,-45,6.94E-18,1.570796371,0,0,128,30.40283394,0.002945905,1,0.526275158,7.11E-14,1.491404533,20.0940876,0.018714249,0.157060027,TRUE
74,74,FH6,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.70618897,114.8213721,20201012,10:50:00,NA,NA,NA,46,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH6,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,27,1782,C.FH.6,6,1,114.8213721,-33.70618897,MBH,-44,0.002159683,4.712388992,1,0.375,16,31.69144249,0.000812543,1,0.391146332,0.375,1.279142499,20.02408791,0.018714249,0.187060013,TRUE
75,75,FH60,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.81618897,114.8213721,20201012,15:14:00,NA,NA,NA,44.5,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH60,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,69,5597,C.FH.13,60,1,114.8213721,-33.81618897,MBH,-46,0.002114381,5.408949852,1,-0.375,128,32.5331955,0.002066562,128,0.577335596,-0.375,0.692762554,19.97408676,0.018714249,0.22706002,TRUE
76,76,FH61,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.84118897,114.8638721,20201012,15:43:00,NA,NA,NA,43.9,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH61,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,73,6544,C.FH.14,61,1,114.8638721,-33.84118897,MBH,-44,0.001684157,4.984217167,1,-0.75,16,23.61612701,0.001487734,128,0.75,-0.75,1.091693759,19.85408783,0.018714249,0.23706001,TRUE
77,77,FH63,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.67868897,114.8163721,20201012,8:20:00,NA,NA,NA,46.3,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FH63,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,61,480,C.FH.2,63,1,114.8163721,-33.67868897,MBH,-44,0.001079497,4.712388992,1,0.25,32,32.34134674,0.001872112,1,0.436189264,0.25,1.445672154,20.0940876,0.018714249,0.157060027,TRUE
78,78,FH64,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.70118897,114.9388721,20201017,8:56:00,NA,NA,NA,44.2,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH64,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,21,1365,C.FH.5,64,1,114.9388721,-33.70118897,MBH,-43,0.002816948,4.015167713,2,0.5,16,0.5941962,0.001756848,1,0.563810706,0.5,2.682714224,NA,NA,NA,TRUE
79,79,FH65,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.71368897,114.8188721,20201012,10:59:00,NA,NA,NA,45.7,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH65,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,28,1782,C.FH.6,65,1,114.8188721,-33.71368897,MBH,-45,0,1.570796371,0,0,32,31.56537056,0.002947438,1,0.526275158,6.75E-14,1.491445899,20.07408714,0.018714249,0.187060013,TRUE
80,80,FH66,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90618897,114.9363721,20201029,14:40:00,NA,NA,NA,41.8,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH66,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,99,8989,C.FH.18,66,1,114.9363721,-33.90618897,MBH,-40,0.014750418,4.302513123,10,0.25,16,9.570362091,0.011995346,16,2.377621412,0.25,4.222466946,19.69408798,0.018714249,0.257060021,TRUE
81,81,FH67,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88868897,114.9238721,20201029,15:00:00,NA,NA,NA,46.1,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH67,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,91,8333,C.FH.17,67,1,114.9238721,-33.88868897,MBH,-45,0.001460479,5.903662682,1,0.5,64,7.519124508,0.002881598,1,0.686189294,0.5,0.986225426,19.74408722,0.028714249,0.277060032,TRUE
82,82,FH68,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.95118897,114.8288721,20201013,10:01:00,NA,NA,NA,44.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH68,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,3,10620,C.FH.22,68,1,114.8288721,-33.95118897,MBH,-43,0.001686174,4.983883858,1,0.75,16,36.98028564,0.001489246,1,0.75,0.75,1.09222126,19.97408676,0.018714249,0.247060016,TRUE
83,83,FH69,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.69618897,114.8038721,20201012,10:43:00,NA,NA,NA,46.9,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.FH69,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,5,1123,C.FH.4,69,1,114.8038721,-33.69618897,MBH,-46,0.002816852,2.268046379,2,0.25,1,34.19430542,0.005334783,1,1.010128856,0.25,1.870512247,20.0940876,0.018714249,0.167060018,TRUE
84,84,FH7,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.78368897,114.8788721,20201017,11:45:00,NA,NA,NA,45,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH7,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,56,4688,C.FH.11,7,1,114.8788721,-33.78368897,MBH,-44,0.000704637,2.26754427,1,0.125,2,18.04963493,0.003487821,1,0.651275158,0.125,1.633497715,19.79408836,0.018714249,0.23706001,TRUE
85,85,FH70,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.67368897,114.8463721,20201012,8:07:00,NA,NA,NA,48.6,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH70,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,30,210,C.FH.1,70,1,114.8463721,-33.67368897,MBH,-45,0.002112316,2.268175125,1,0.625,1,23.05011559,0.004692267,1,0.948939562,0.625,1.812452316,19.97408676,0.018714249,0.197060019,TRUE
86,86,FH71,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88368897,114.8188721,20201013,7:30:00,NA,NA,NA,45.3,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH71,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,89,8104,C.FH.16,71,1,114.8188721,-33.88368897,MBH,-45,3.47E-18,1.570796371,0,0,128,35.95716858,0.002953261,1,0.526275158,-7.11E-14,1.491602659,20.02408791,0.018714249,0.22706002,TRUE
87,87,FH72,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88868897,114.9288721,20201029,15:06:00,NA,NA,NA,44.1,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH72,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,94,8333,C.FH.17,72,1,114.9288721,-33.88868897,MBH,-44,0.002345643,5.108195305,2,0.875,16,7.158780575,0.001379595,1,0.875,0.875,0.600800991,19.74408722,0.028714249,0.277060032,TRUE
88,88,FH74,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.73118897,114.8063721,20201012,12:47:00,NA,NA,NA,44.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH74,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,36,2425,C.FH.7,74,1,114.8063721,-33.73118897,MBH,-45,0.002713102,0,2,0.375,1,35.41832733,0.004161668,1,0.923438966,0.375,0.784043491,20.08408737,0.018714249,0.197060019,TRUE
89,89,FH78,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.89118897,114.9163721,20201029,14:56:00,NA,NA,NA,45.8,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH78,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,93,8333,C.FH.17,78,1,114.9163721,-33.89118897,MBH,-45,0.001808737,3.141592741,1,0.625,16,9.624224663,0.003339103,1,0.77889663,0.625,2.062028408,19.74408722,0.018714249,0.247060016,TRUE
90,90,FH79,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.88618897,114.8088721,20201013,7:43:00,NA,NA,NA,44.9,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH79,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,87,8104,C.FH.16,79,1,114.8088721,-33.88618897,MBH,-45,0.001460473,5.903672695,1,-0.25,128,38.74244308,0.002881539,1,0.622378528,-0.25,0.986211896,20.02408791,0.018714249,0.22706002,TRUE
91,91,FH8,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.72368897,114.8013721,20201012,12:34:00,NA,NA,NA,43.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH8,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,37,2425,C.FH.7,8,1,114.8013721,-33.72368897,MBH,-45,3.47E-18,1.570796371,0,0,64,36.58491516,0.002947779,1,0.526275158,6.39E-14,1.491455078,20.08408737,0.018714249,0.197060019,TRUE
92,92,FH82,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.68618897,114.9238721,20201017,6:46:00,NA,NA,NA,44.8,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH82,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,79,709,C.FH.3,82,1,114.9238721,-33.68618897,MBH,-45,0.001808737,5.77E-15,1,-0.375,128,2.287715197,0.003577502,1,0.747378528,-0.375,0.963204741,19.73408699,0.028714249,0.207060024,TRUE
93,93,FH83,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.91118897,114.8463721,20201013,8:13:00,NA,NA,NA,40.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH83,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,100,9048,C.FH.19,83,1,114.8463721,-33.91118897,MBH,-42,3.47E-18,4.712388992,0,0,64,32.18571854,0.002954208,1,0.526275158,7.82E-14,1.491628051,19.9140873,0.018714249,0.217060015,TRUE
94,94,FH84,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.73368897,114.7988721,20201012,12:50:00,NA,NA,NA,45.6,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH84,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,33,2425,C.FH.7,84,1,114.7988721,-33.73368897,MBH,-45,0.000904369,6.283185482,1,0.125,64,37.52342606,0.003151487,1,0.651275158,0.125,1.201349258,20.13408661,0.018714249,0.177060023,TRUE
95,95,FH85,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.92618897,114.9138721,20201029,12:55:00,NA,NA,NA,44.7,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH85,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,106,9632,C.FH.20,85,1,114.9138721,-33.92618897,MBH,-46,0.002744067,1.736337304,2,-0.625,1,10.20859146,0.005656206,1,1.198939562,-0.625,1.609444261,19.73408699,0.018714249,0.22706002,TRUE
96,96,FH87,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.92868897,114.8938721,20201029,12:36:00,NA,NA,NA,43.8,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH87,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,110,9716,C.FH.21,87,1,114.8938721,-33.92868897,MBH,-42,0.000904369,6.283185482,1,0.375,64,19.71455002,0.003157747,1,0.747378528,0.375,1.202116728,19.79408836,0.018714249,0.217060015,TRUE
