OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
FH71	26	FH71_L1205 (2).MP4	53471	FH71_R1206 (2).MP4	52621	37.42433	1	30.47989	166.97845	15.65461	5.33102	3264.87248	23.45703	60.43628	6.09429	-1212.99825	466.52418	-2995.05972	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH71	27	FH71_L1205 (2).MP4	55002	FH71_R1206 (2).MP4	54152	37.85003	1	30.90560	105.56111	5.09664	7.57086	1943.65241	18.17086	49.78205	23.55427	597.22940	103.49958	-1846.72401	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH71	28	FH71_L1205 (2).MP4	73777	FH71_R1206 (2).MP4	72927	43.07053	1	36.12609	82.50064	1.47365	1.68762	1590.99362	14.19372	5.03220	15.24005	-330.55098	207.18246	-1542.42413	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	29	FH71_L1205 (2).MP4	73883	FH71_R1206 (2).MP4	73033	43.10000	1	36.15556	192.51015	1.10227	1.35066	1243.90943	13.81849	3.98312	7.12227	-292.25311	53.46824	-1207.90725	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	30	FH71_L1205 (2).MP4	73927	FH71_R1206 (2).MP4	73077	43.11224	1	36.16780	112.38573	1.16762	5.31913	1101.84969	22.46342	16.65492	9.26954	418.32364	-47.48124	-1018.24536	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	31	FH71_L1205 (2).MP4	73933	FH71_R1206 (2).MP4	73083	43.11390	1	36.16947	175.40042	0.71710	2.13487	864.95913	4.00201	14.35803	27.79790	-13.47166	58.84435	-862.85002	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	32	FH71_L1205 (2).MP4	73944	FH71_R1206 (2).MP4	73094	43.11696	1	36.17253	95.44901	1.37666	3.54660	1675.34534	6.68198	7.15255	12.44498	-62.11694	184.77895	-1663.96521	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	33	FH71_L1205 (2).MP4	74053	FH71_R1206 (2).MP4	73203	43.14727	1	36.20283	97.94069	0.85631	1.04373	996.03602	11.97398	10.17813	3.52266	-200.40145	-50.41268	-974.36419	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH71	34	FH71_L1205 (3).MP4	2374	FH71_R1206 (3).MP4	1524	45.75627	1	38.81183	250.38747	5.68842	10.77177	3560.35379	21.90532	2.37877	16.93198	793.40005	1065.28467	-3303.30199	Labridae	Ophthalmolepis	lineolatus	37384040	1	M	Passing			
FH71	36	FH71_L1205 (3).MP4	4847	FH71_R1206 (3).MP4	3997	46.44390	1	39.49946	76.14966	1.78133	1.18059	1451.71963	19.65742	20.07803	15.53810	-372.85774	315.38046	-1367.11454	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	37	FH71_L1205 (3).MP4	4893	FH71_R1206 (3).MP4	4043	46.45669	1	39.51225	66.27545	1.08466	3.63596	1510.50881	8.28983	2.76820	1.51255	-11.14969	217.50029	-1494.72612	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	38	FH71_L1205 (3).MP4	4920	FH71_R1206 (3).MP4	4070	46.46420	1	39.51976	69.33213	1.08041	2.72633	939.12756	19.76449	34.38278	2.07048	101.58683	300.88386	-883.80405	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	39	FH71_L1205 (3).MP4	4973	FH71_R1206 (3).MP4	4123	46.47893	1	39.53450	59.91345	1.18884	2.94575	1545.80873	10.54004	4.87712	21.39521	62.83320	275.69378	-1519.72680	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	40	FH71_L1205 (3).MP4	5408	FH71_R1206 (3).MP4	4558	46.59989	1	39.65545	67.62426	2.45296	1.34246	1976.82134	13.62588	12.81856	21.20276	-417.79738	205.72673	-1921.18310	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	41	FH71_L1205 (3).MP4	20405	FH71_R1206 (3).MP4	19555	50.76989	1	43.82545	121.25857	3.96798	7.50453	2384.67702	16.76688	17.08200	10.87718	504.03236	468.18382	-2283.29581	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	42	FH71_L1205 (3).MP4	20470	FH71_R1206 (3).MP4	19620	50.78796	1	43.84352	188.15239	2.98345	8.22393	2248.46766	22.29694	9.54926	26.13303	571.78990	633.09403	-2080.34975	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	43	FH71_L1205 (3).MP4	20766	FH71_R1206 (3).MP4	19916	50.87026	1	43.92583	173.35681	1.51533	3.49828	1515.30747	22.89670	7.06699	37.73794	-429.63591	403.72818	-1395.91306	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	44	FH71_L1205 (3).MP4	21037	FH71_R1206 (3).MP4	20187	50.94562	1	44.00118	200.34105	4.06482	6.47764	1706.05784	23.33830	50.99619	8.12403	654.01015	170.50493	-1566.47124	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	45	FH71_L1205 (3).MP4	21042	FH71_R1206 (3).MP4	20192	50.94701	1	44.00257	143.69458	4.73187	3.59499	2601.31493	16.60317	19.30909	21.70193	-488.13468	560.55717	-2492.85771	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	46	FH71_L1205 (3).MP4	21051	FH71_R1206 (3).MP4	20201	50.94951	1	44.00507	145.70273	2.69129	1.34828	1346.53702	24.96045	59.45579	2.90229	-563.37716	74.09381	-1220.76952	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	47	FH71_L1205 (3).MP4	21107	FH71_R1206 (3).MP4	20257	50.96508	1	44.02064	154.33903	2.52235	4.39366	1359.90052	8.53300	41.83325	16.91354	95.79694	177.59046	-1344.84720	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	48	FH71_L1205 (3).MP4	21459	FH71_R1206 (3).MP4	20609	51.06296	1	44.11852	114.99789	7.56371	10.16308	2635.08047	25.98487	37.27312	14.18463	1105.62386	332.42644	-2368.69956	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH71	49	FH71_L1205 (3).MP4	23760	FH71_R1206 (3).MP4	22910	51.70276	1	44.75832	70.85880	1.55765	4.77377	1832.40032	18.40147	8.37359	4.35821	118.73904	566.12193	-1738.70582	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH71	50	FH71_L1205 (3).MP4	23863	FH71_R1206 (3).MP4	23013	51.73140	1	44.78696	73.37193	1.39981	4.91038	1222.85089	25.97062	25.29714	20.96555	387.35830	369.74660	-1099.36587	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH71	51	FH71_L1205 (3).MP4	24195	FH71_R1206 (3).MP4	23345	51.82372	1	44.87928	76.72623	2.23491	0.28012	1519.72084	26.80254	25.50503	2.93605	-626.42930	277.81052	-1356.45091	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH71	53	FH71_L1205 (3).MP4	68225	FH71_R1206 (3).MP4	67375	64.06650	1	57.12206	386.12246	1.80480	5.59005	1324.31585	11.43887	26.50557	18.70918	259.69706	39.21579	-1298.01079	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
FH71	54	FH71_L1205 (3).MP4	77484	FH71_R1206 (3).MP4	76634	66.64102	1	59.69658	217.82941	2.86297	0.36643	1653.53275	23.54632	29.57395	8.30747	-645.26377	141.37812	-1515.85536	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
FH72	4	FH72_L369.avi	16871	FH72_R370.avi	16322	11.24733	1	5.55133	95.63735	1.19797	0.49198	1715.50825	14.58352	0.78568	18.75882	-431.78883	11.78169	-1660.23738	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
FH72	5	FH72_L369.avi	20429	FH72_R370.avi	19880	13.61933	1	7.92333	47.56621	1.46828	0.12858	2025.81781	12.18485	1.94972	9.49629	-427.36779	-13.52775	-1980.17968	Labridae	Coris	auricularis	37384088	1	J	Passing			
FH72	6	FH72_L369.avi	23289	FH72_R370.avi	22740	15.52600	1	9.83000	406.94415	19.52397	10.03915	4390.00640	12.41941	47.21762	1.73613	-843.50471	424.15069	-4287.27794	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
FH72	9	FH72_L369.avi	24546	FH72_R370.avi	23997	16.36400	1	10.66800	182.68993	1.67302	0.55694	1690.30014	14.59369	22.16541	18.35784	-211.53208	369.64695	-1635.76584	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH72	10	FH72_L369.avi	24666	FH72_R370.avi	24117	16.44400	1	10.74800	140.17516	1.64804	3.57367	1436.83236	13.00393	31.33630	12.77375	-323.31019	-1.32734	-1399.98428	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH72	11	FH72_L369.avi	24669	FH72_R370.avi	24120	16.44600	1	10.75000	122.69539	1.75984	0.59211	1780.66920	9.57731	18.87186	12.03748	-290.29467	59.17589	-1755.85023	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH72	12	FH72_L369.avi	29773	FH72_R370.avi	29224	19.84867	1	14.15267	355.08700	0.95819	1.36287	1453.44006	15.98155	3.88236	21.07013	359.93885	174.87703	-1397.26521	Labridae	Coris	auricularis	37384088	1	M	Passing			
FH72	14	FH72_L369.avi	34372	FH72_R370.avi	33823	22.91467	1	17.21867	218.66199	1.27240	0.88231	1687.39706	5.50714	13.05443	10.53599	-136.09753	87.75953	-1679.60846	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
FH72	17	FH72_L369.avi	47297	FH72_R370.avi	46748	31.53133	1	25.83533	241.83347	3.50351	5.20522	3354.68275	17.98037	6.10464	44.87823	-808.49084	647.09254	-3190.84787	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH72	19	FH72_L369.avi	47363	FH72_R370.avi	46814	31.57533	1	25.87933	234.20052	1.74009	2.56726	2733.96570	7.86016	5.85728	2.40621	-35.49010	372.19750	-2708.27951	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH72	21	FH72_L369.avi	47478	FH72_R370.avi	46929	31.65200	1	25.95600	228.23811	1.47234	1.10674	2760.40699	10.94370	1.25638	16.41849	67.54915	519.67599	-2710.20677	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH72	22	FH72_L369.avi	71870	FH72_R370.avi	71321	47.91333	1	42.21733	207.09282	0.86039	1.86280	1224.01368	14.66548	12.43968	9.16336	-307.91891	34.89417	-1184.13591	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Passing			
FH72	23	FH72_L369.avi	77084	FH72_R370.avi	76535	51.38933	1	45.69333	68.41650	0.79543	0.40733	1170.14959	11.90335	17.03511	7.31425	-87.90433	-224.77962	-1144.98777	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	24	FH72_L369.avi	77555	FH72_R370.avi	77006	51.70333	1	46.00733	58.67124	1.62261	2.16187	2392.89393	12.85221	1.12610	2.84738	-375.70430	377.03551	-2332.94489	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	25	FH72_L369.avi	77558	FH72_R370.avi	77009	51.70533	1	46.00933	67.06698	2.69495	0.18176	2572.90988	7.43358	14.84171	4.67997	12.43427	332.64235	-2551.28589	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	26	FH72_L369.avi	77582	FH72_R370.avi	77033	51.72133	1	46.02533	68.73265	3.90106	1.22913	2637.23630	10.86673	22.66904	9.26624	-50.60278	494.60372	-2589.94629	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	27	FH72_L369.avi	77601	FH72_R370.avi	77052	51.73400	1	46.03800	59.41571	1.73746	2.43841	2076.15433	8.53083	13.18715	3.94348	116.97089	284.90256	-2053.18415	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	28	FH72_L369.avi	77607	FH72_R370.avi	77058	51.73800	1	46.04200	62.10880	2.06555	0.48725	2104.14218	16.19392	14.67159	16.75188	-456.04781	369.29805	-2020.65674	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	29	FH72_L369.avi	77614	FH72_R370.avi	77065	51.74267	1	46.04667	60.22887	2.04281	3.07910	2298.87948	13.30337	13.10739	9.29489	201.54637	489.08833	-2237.18988	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	30	FH72_L369.avi	77709	FH72_R370.avi	77160	51.80600	1	46.11000	48.46934	0.86791	1.07119	1170.90400	14.18891	17.76689	8.96239	-276.50755	-76.93698	-1135.18301	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH72	32	FH72_L369.avi	89433	FH72_R370.avi	88884	59.62200	1	53.92600	160.38446	0.76531	2.66430	1386.06405	9.73599	3.07761	20.75440	188.12484	139.82181	-1366.10119	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	33	FH72_L369.avi	89456	FH72_R370.avi	88907	59.63733	1	53.94133	143.67266	0.74625	1.38741	1317.93323	12.05074	8.15598	8.52535	-90.32037	259.90893	-1288.89005	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	34	FH72_L369.avi	89459	FH72_R370.avi	88910	59.63933	1	53.94333	138.06698	0.65639	3.59149	1219.94005	12.84529	3.28549	3.18654	-164.41484	-215.69866	-1189.40976	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	35	FH72_L369.avi	89466	FH72_R370.avi	88917	59.64400	1	53.94800	158.27400	0.64030	1.11345	1276.02462	6.28771	0.52331	8.99737	14.11877	139.03670	-1268.34864	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	36	FH72_L369.avi	89469	FH72_R370.avi	88920	59.64600	1	53.95000	152.94046	0.85396	0.55037	1363.90272	4.19260	10.96482	6.29807	-50.25410	86.12456	-1360.25281	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	39	FH72_L369.avi	89500	FH72_R370.avi	88951	59.66667	1	53.97067	187.89063	0.60903	3.08860	1195.43370	2.34903	0.17241	4.48558	1.69215	48.96785	-1194.42916	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	40	FH72_L369.avi	89581	FH72_R370.avi	89032	59.72067	1	54.02467	148.46784	0.50363	1.37886	1002.86242	11.27416	0.60002	1.36979	-60.23249	-186.58218	-983.51012	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH72	41	FH72_L369.avi	97690	FH72_R370.avi	97141	65.12667	1	59.43067	300.22920	1.02775	3.67502	1262.25699	13.54872	20.67449	3.43101	-155.81046	251.33341	-1227.12971	Labridae	Ophthalmolepis	lineolatus	37384040	1	M	Passing			
FH78	2	FH78_L373.avi	17853	FH78_R374.avi	16990	11.90200	1	4.01733	133.95214	0.62060	2.59480	1250.28773	7.93760	0.28436	3.04182	-14.96693	-172.00792	-1238.30880	Pinguipedidae	Parapercis	ramsayi	37390002	1	AD	Passing			
FH78	3	FH78_L373.avi	18861	FH78_R374.avi	17998	12.57400	1	4.68933	68.30067	0.55180	1.31201	1060.43125	13.90638	6.04622	6.85271	95.18372	-236.41840	-1029.34972	Pinguipedidae	Parapercis	ramsayi	37390002	1	AD	Passing			
FH78	4	FH78_L373.avi	25034	FH78_R374.avi	24171	16.68933	1	8.80467	147.41805	0.83840	2.53603	1272.56929	2.50287	13.35911	7.99672	22.01981	51.02370	-1271.35530	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
FH78	5	FH78_L373.avi	32708	FH78_R374.avi	31845	21.80533	1	13.92067	142.77742	0.49112	1.52460	928.04285	10.33676	1.28225	8.73652	135.82172	96.34326	-912.98082	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
FH78	7	FH78_L373.avi	32783	FH78_R374.avi	31920	21.85533	1	13.97067	149.88034	0.54319	2.31370	1046.34293	9.87171	2.00589	12.83379	-103.17276	146.74934	-1030.85088	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
FH78	8	FH78_L373.avi	32891	FH78_R374.avi	32028	21.92733	1	14.04267	145.82323	1.28981	2.23320	1312.60535	8.13458	26.55194	9.73255	159.91206	94.46967	-1299.39848	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
FH78	9	FH78_L373.avi	33055	FH78_R374.avi	32192	22.03667	1	14.15200	153.83829	0.80698	2.59998	1400.40486	4.90813	6.99864	1.74982	-112.26299	41.86859	-1395.26980	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
FH78	11	FH78_L373.avi	71397	FH78_R374.avi	70534	47.59800	1	39.71333	165.97677	0.61412	1.16046	1137.28801	7.00475	14.49445	60.48638	122.78793	64.49195	-1128.79933	Monacanthidae	Acanthaluteres	vittiger	37465002	1	AD	Passing			
FH78	14	FH78_L373.avi	97439	FH78_R374.avi	96576	64.95933	1	57.07467	282.08192	1.38380	7.26288	1595.28068	10.91491	15.48844	3.57236	-293.80818	-70.15553	-1566.42121	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH79	1	FH79_L1201 (1).MP4	44110	FH79_R1202 (1).MP4	43569	12.26503	1	3.85969	58.44318	1.46113	1.76812	1436.01997	19.02791	14.05672	28.18872	193.25343	426.43781	-1357.55563	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	2	FH79_L1201 (1).MP4	44792	FH79_R1202 (1).MP4	44251	12.45466	1	4.04932	59.04824	2.56662	3.47085	2058.54211	17.51100	13.34240	23.74930	-301.58200	541.01322	-1963.14763	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	8	FH79_L1201 (1).MP4	45279	FH79_R1202 (1).MP4	44738	12.59008	1	4.18474	50.75991	2.05746	2.29896	1768.53835	16.19768	15.28353	7.13513	160.89944	466.36181	-1698.33622	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	9	FH79_L1201 (1).MP4	45297	FH79_R1202 (1).MP4	44756	12.59508	1	4.18974	52.53518	3.29652	1.27404	1665.06894	27.25634	50.43386	32.91362	622.31231	440.70207	-1480.19041	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	10	FH79_L1201 (1).MP4	45311	FH79_R1202 (1).MP4	44770	12.59898	1	4.19363	55.59733	1.68412	1.66765	1424.86749	28.28752	18.65914	25.61701	485.84778	468.93531	-1254.71071	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	11	FH79_L1201 (1).MP4	45372	FH79_R1202 (1).MP4	44831	12.61594	1	4.21060	65.72351	1.43466	2.74451	1607.43124	14.95352	7.88865	30.20754	-71.54247	408.55745	-1552.99635	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	12	FH79_L1201 (1).MP4	45384	FH79_R1202 (1).MP4	44843	12.61927	1	4.21393	54.21273	4.61379	3.22729	2111.66125	21.06063	32.85321	26.96372	-728.60396	212.06286	-1970.60368	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	15	FH79_L1201 (1).MP4	48093	FH79_R1202 (1).MP4	47552	13.37253	1	4.96718	137.03161	2.90294	1.13807	1729.81446	28.18531	24.07809	16.51188	803.02651	150.64279	-1524.70103	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	16	FH79_L1201 (1).MP4	48117	FH79_R1202 (1).MP4	47576	13.37920	1	4.97386	70.42859	2.35828	1.63684	1928.30349	8.39700	15.66778	30.58533	-245.21993	138.42493	-1907.63206	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	17	FH79_L1201 (1).MP4	48121	FH79_R1202 (1).MP4	47580	13.38031	1	4.97497	157.22707	4.20719	1.42684	1851.57885	18.32056	35.61477	9.96564	541.99649	212.08114	-1757.72741	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	18	FH79_L1201 (1).MP4	48171	FH79_R1202 (1).MP4	47630	13.39421	1	4.98887	133.70270	1.35704	0.13932	1293.50135	19.37365	8.59690	8.66638	406.68358	136.84487	-1220.25722	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	19	FH79_L1201 (1).MP4	48253	FH79_R1202 (1).MP4	47712	13.41701	1	5.01167	81.35635	2.41810	1.95869	2056.80709	10.34151	9.20811	6.48685	-368.01874	29.85548	-2023.39473	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	20	FH79_L1201 (1).MP4	48366	FH79_R1202 (1).MP4	47825	13.44843	1	5.04309	118.54709	1.98100	1.58672	1506.45153	16.28060	17.49719	0.46103	-411.16760	96.41750	-1446.04325	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH79	25	FH79_L1201 (2).MP4	26411	FH79_R1202 (2).MP4	25870	29.90015	1	21.49481	159.69200	1.68070	0.11460	1097.16827	20.75064	42.52946	0.91052	180.88769	344.07766	-1025.99631	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH79	26	FH79_L1201 (2).MP4	26514	FH79_R1202 (2).MP4	25973	29.92879	1	21.52345	39.50841	0.87007	0.82883	1095.43260	9.39178	4.10333	16.28466	177.43026	21.74343	-1080.74896	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH79	27	FH79_L1201 (2).MP4	26560	FH79_R1202 (2).MP4	26019	29.94158	1	21.53624	174.75057	0.93836	0.44589	1117.85835	11.86663	5.16908	1.01852	-210.12147	93.21564	-1093.96852	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH79	28	FH79_L1201 (2).MP4	26940	FH79_R1202 (2).MP4	26399	30.04724	1	21.64190	180.74194	2.78854	1.65364	1936.73998	15.83474	14.79389	16.70567	496.04546	182.24997	-1863.24598	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
FH79	29	FH79_L1201 (2).MP4	27986	FH79_R1202 (2).MP4	27445	30.33809	1	21.93274	268.86474	9.88642	3.55315	2742.29013	18.30611	45.10459	17.93066	-527.15755	681.17906	-2603.50824	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
FH79	33	FH79_L1201 (2).MP4	30911	FH79_R1202 (2).MP4	30370	31.15140	1	22.74606	262.38488	3.40028	0.45488	1489.13180	4.14126	43.81298	7.02694	-75.22732	76.84671	-1485.24373	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
FH79	36	FH79_L1201 (2).MP4	79096	FH79_R1202 (2).MP4	78555	44.54950	1	36.14416	157.12894	5.87114	0.19073	2550.20386	30.00311	21.84577	1.21204	-1207.97260	408.64807	-2208.47202	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	37	FH79_L1201 (2).MP4	79171	FH79_R1202 (2).MP4	78630	44.57036	1	36.16502	183.09055	6.22001	1.74749	2673.76676	24.26945	21.88477	18.28182	-1014.74718	421.98980	-2437.46619	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	38	FH79_L1201 (2).MP4	79188	FH79_R1202 (2).MP4	78647	44.57509	1	36.16974	263.91736	1.98483	3.50647	2073.70732	18.17550	1.41232	23.12686	-281.32095	582.47037	-1970.24081	Labridae	Ophthalmolepis	lineolatus	37384040	1	M	Passing			
FH79	39	FH79_L1201 (2).MP4	79191	FH79_R1202 (2).MP4	78650	44.57592	1	36.17058	186.77287	1.45015	2.45894	1559.94127	2.32416	15.10501	46.59665	-27.00702	57.20597	-1558.65803	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	40	FH79_L1201 (2).MP4	79796	FH79_R1202 (2).MP4	79255	44.74414	1	36.33880	101.27342	4.69079	4.27491	2292.52480	2.03693	24.96408	18.07897	-0.04425	81.48449	-2291.07622	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	41	FH79_L1201 (3).MP4	6418	FH79_R1202 (3).MP4	5877	46.88072	1	38.47538	329.26120	1.88668	0.59763	2083.55503	10.16558	4.69984	23.01651	183.11371	318.90033	-2050.84703	Labridae	Coris	auricularis	37384088	1	M	Passing			
FH79	43	FH79_L1201 (3).MP4	24658	FH79_R1202 (3).MP4	24117	51.95246	1	43.54711	177.14014	5.54025	1.47539	2015.13695	18.53326	45.07833	8.66364	-204.84909	606.88114	-1910.63054	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	45	FH79_L1201 (3).MP4	24737	FH79_R1202 (3).MP4	24196	51.97442	1	43.56908	70.61429	3.89080	0.11882	1502.44129	18.80382	64.05045	10.38617	-1.23418	484.27847	-1422.25268	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	46	FH79_L1201 (3).MP4	24895	FH79_R1202 (3).MP4	24354	52.01836	1	43.61301	92.33178	4.13653	2.77152	1703.28372	27.82859	66.81552	20.84812	-694.51409	387.16722	-1506.29584	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	48	FH79_L1201 (3).MP4	25359	FH79_R1202 (3).MP4	24818	52.14737	1	43.74203	114.60481	1.36988	0.13607	1420.79366	22.25960	12.29076	7.62331	254.73670	474.09962	-1314.91193	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	49	FH79_L1201 (3).MP4	25542	FH79_R1202 (3).MP4	25001	52.19826	1	43.79292	101.61051	1.57711	0.38611	1579.82683	17.16062	11.67302	11.57596	-223.95793	408.80339	-1509.49509	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	50	FH79_L1201 (3).MP4	61246	FH79_R1202 (3).MP4	60705	62.12595	1	53.72061	95.11274	4.60077	2.23024	2792.15292	22.63103	4.30106	36.21986	-1010.20961	365.82464	-2577.16255	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
FH79	54	FH79_L1201 (4).MP4	1852	FH79_R1202 (4).MP4	1311	68.15058	1	59.74524	276.49165	3.36649	4.53398	1646.71786	26.97411	40.70464	2.94948	-746.61445	21.75006	-1467.57402	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
FH87	3	FH87_L378.avi	14324	FH87_R377.avi	14928	9.54933	1	5.51000	57.51520	1.65065	6.57486	1973.22245	16.16286	7.37587	3.16802	490.16384	-247.89360	-1895.22954	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
FH87	4	FH87_L378.avi	16100	FH87_R377.avi	16704	10.73333	1	6.69400	120.18691	1.24683	1.28936	1398.03820	8.99196	20.69581	3.88111	-192.46461	103.45488	-1380.85672	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH87	5	FH87_L378.avi	16226	FH87_R377.avi	16830	10.81733	1	6.77800	138.48064	1.80206	2.44536	2674.51728	11.40881	4.56496	20.18418	-261.01182	460.17122	-2621.67084	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH87	6	FH87_L378.avi	16261	FH87_R377.avi	16865	10.84067	1	6.80133	904.59424	1.51143	6.56149	1817.98654	9.40112	5.42023	1.65916	243.93338	-169.35589	-1793.56911	Trygonorrhinidae	Trygonorrhina	dumerilii	37027011	1	AD	Passing			
FH87	7	FH87_L378.avi	16558	FH87_R377.avi	17162	11.03867	1	6.99933	372.00152	3.85512	4.17371	2968.84257	8.06727	16.36094	8.94323	-44.27206	414.27564	-2939.46286	Labridae	Coris	auricularis	37384088	1	M	Passing			
