OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
IO291	14	IO291_L375.avi	56032	IO291_R376.avi	57428	37.35467	1	25.76933	19.66882	-469.74089	-4837.68580	1.60652	3.02778	23.96275	2.13422	4860.47809	4.95129	Trygonorrhinidae	Trygonorrhina	dumerilii	37027011	1	AD	Passing			
IO295	0	IO295_L367.avi	9317	IO295_R368.avi	8416	6.21133		-1.00000	-2.55938	-95.23310	-726.31815	0.25942	0.26436	0.57278	7.02057	732.53938	6.59606								sync		
IO295	3	IO295_L367.avi	65297	IO295_R368.avi	64396	43.53133	1	33.88200	506.03083	-445.11989	-1999.69788	1.13540	1.14536	4.02981	0.90179	2110.21101	18.05742	Platycephalidae	Platycephalus	spp		1	AD	Passing			
IO295	5	IO295_L367.avi	77908	IO295_R368.avi	77007	51.93867	1	42.28933	797.12478	-409.32019	-3672.84472	3.00876	2.08665	13.53049	40.98185	3780.57393	13.33265	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO295	11	IO295_L367.avi	94939	IO295_R368.avi	94038	63.29267	1	53.64333	615.26943	-284.28783	-1523.63618	0.94063	0.66092	2.20852	15.05923	1667.58606	23.62620	Monacanthidae	Nelusetta	ayraud	37465006	2	M	Passing			
IO297	0	IO297_L378.avi	2655	IO297_R377.avi	3059	1.77000		-1.00000	40.03313	81.29399	-807.79477	0.29026	0.28597	0.72030	7.76776	812.86146	6.99070								sync		
IO297	8	IO297_L378.avi	98599	IO297_R377.avi	99003	65.73267	1	59.36600	-150.70959	-59.01583	-1437.50501	0.53767	0.50112	2.20865	0.48384	1446.58802	6.21609	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO297	9	IO297_L378.avi	98624	IO297_R377.avi	99028	65.74933	1	59.38267	-197.94786	-244.02512	-1691.77791	0.66012	0.73240	3.02228	4.00399	1720.71035	10.02425	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO297	10	IO297_L378.avi	98624	IO297_R377.avi	99028	65.74933	1	59.38267	113.76787	128.92086	-840.28433	0.31113	0.30724	0.76722	5.93128	857.69545	12.06027	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO297	11	IO297_L378.avi	98646	IO297_R377.avi	99050	65.76400	1	59.39733	-213.76399	-74.90073	-1090.64791	0.43904	0.38533	1.27487	3.09354	1113.92012	11.53324	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO297	12	IO297_L378.avi	98800	IO297_R377.avi	99204	65.86667	1	59.50000	-228.19351	88.77022	-1263.76716	0.51593	0.44114	1.71173	5.75219	1287.26837	11.21741	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO302	0	IO302_L372.avi	3683	IO302_R371.avi	3127	2.45533		-1.00000	537.21244	-116.88119	-782.40179	0.44565	0.31587	0.81668	15.92304	956.24839	34.92656								sync		
IO302	1	IO302_L372.avi	13284	IO302_R371.avi	12728	8.85600	1	4.03733	777.83425	-26.16229	-1153.99021	1.00693	0.43589	1.66434	2.99082	1391.90661	33.97751	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO302	2	IO302_L372.avi	13284	IO302_R371.avi	12728	8.85600	1	4.03733	1248.74642	124.42124	-1038.36072	1.97284	0.49391	1.87636	12.98220	1628.81591	50.48213	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO302	4	IO302_L372.avi	33801	IO302_R371.avi	33245	22.53400	1	17.71533	1942.63850	294.54755	-6360.75250	10.48202	2.27486	32.66041	0.71576	6657.30988	17.30951	Squalidae	Squalus	sp1		1	AD	Passing			
IO302	5	IO302_L372.avi	37125	IO302_R371.avi	36569	24.75000	1	19.93133	3833.96071	-69.66339	-4595.95216	22.37644	2.01094	27.15302	16.65767	5985.55628	39.83177	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO302	6	IO302_L372.avi	37125	IO302_R371.avi	36569	24.75000	1	19.93133	3878.07917	-157.29661	-4521.20063	22.56052	2.24131	26.65691	16.89302	5958.64879	40.61808	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO302	7	IO302_L372.avi	37125	IO302_R371.avi	36569	24.75000	1	19.93133	4265.12856	-94.64754	-6019.47274	29.98435	2.66352	42.44583	20.58661	7377.96258	35.31640	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO302	8	IO302_L372.avi	37125	IO302_R371.avi	36569	24.75000	1	19.93133	2541.38347	-74.51574	-2262.05161	8.45464	1.03896	7.93530	0.00783	3403.09565	48.32137	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO302	9	IO302_L372.avi	37125	IO302_R371.avi	36569	24.75000	1	19.93133	2416.69452	6.02397	-5583.66588	12.75301	1.94751	28.87033	7.50885	6084.22331	23.41975	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO40	0	IO40_L372.avi	2602	IO40_R371.avi	1753	1.73467		-1.00000	481.54533	-59.77700	-659.18111	0.33215	0.25249	0.62244	15.17613	818.52240	36.26349								sync		
IO40	1	IO40_L372.avi	18318	IO40_R371.avi	17469	12.21200	1	2.52800	2247.91723	-20.54332	-2133.22939	6.88191	0.91867	6.88022	4.81324	3099.06785	46.49884	Gerreidae	Gerres	subfasciatus	37349005	10	AD	Passing			
IO40	6	IO40_L372.avi	82877	IO40_R371.avi	82028	55.25133	1	45.56733	1811.30301	385.46656	-1783.46766	4.53092	1.18699	4.76240	8.52192	2571.02314	46.25643	Carcharhinidae		sp1		1	AD	Passing			
IO40	7	IO40_L372.avi	84634	IO40_R371.avi	83785	56.42267	1	46.73867	2253.60384	537.88519	-4915.21903	10.71107	2.73280	22.97991	0.15616	5433.91470	25.44296	Scyliorhinidae	Asymbolus	occiduus	37015026	1	AD	Passing			
IO40	8	IO40_L372.avi	89616	IO40_R371.avi	88767	59.74400	1	50.06000	527.46148	56.00892	-1789.24277	0.87999	0.56961	2.67287	5.58881	1866.21068	16.62040	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	9	IO40_L372.avi	89652	IO40_R371.avi	88803	59.76800	1	50.08400	968.03134	275.30033	-2443.21545	2.24410	0.96506	5.46509	0.32149	2642.38088	22.62869	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	10	IO40_L372.avi	89709	IO40_R371.avi	88860	59.80600	1	50.12200	356.46971	74.85723	-1722.53562	0.59159	0.52283	2.19674	3.67121	1760.62580	12.13753	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	11	IO40_L372.avi	89712	IO40_R371.avi	88863	59.80800	1	50.12400	1614.08693	266.69055	-1309.94576	3.23753	0.77929	2.92418	19.90159	2095.79540	51.45543	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	12	IO40_L372.avi	89868	IO40_R371.avi	89019	59.91200	1	50.22800	562.51540	60.61839	-1458.42117	0.79015	0.48765	2.00213	1.73680	1564.31789	21.30736	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	13	IO40_L372.avi	89971	IO40_R371.avi	89122	59.98067	1	50.29667	722.45172	281.40126	-1651.50345	1.16897	0.68811	2.66196	21.45035	1824.44150	25.46110	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	14	IO40_L372.avi	90074	IO40_R371.avi	89225	60.04933	1	50.36533	974.00525	49.29193	-1279.53404	1.49769	0.49752	2.16071	11.41026	1608.82668	37.36429	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	15	IO40_L372.avi	90081	IO40_R371.avi	89232	60.05400	1	50.37000	905.52634	117.78081	-833.26600	1.06490	0.38205	1.17785	16.89427	1236.19679	47.73173	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	16	IO40_L372.avi	90114	IO40_R371.avi	89265	60.07600	1	50.39200	750.05806	226.23723	-1936.19909	1.38520	0.72712	3.44752	11.97369	2088.69273	22.28306	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	17	IO40_L372.avi	90132	IO40_R371.avi	89283	60.08800	1	50.40400	687.62065	115.89387	-1499.07109	1.02560	0.53302	2.26840	10.68869	1653.32020	25.09700	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	18	IO40_L372.avi	90140	IO40_R371.avi	89291	60.09333	1	50.40933	610.63143	175.36034	-1350.48622	0.81549	0.50510	1.84594	23.64613	1492.45938	25.43500	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	19	IO40_L372.avi	90146	IO40_R371.avi	89297	60.09733	1	50.41333	657.15250	191.26461	-1089.70310	0.76129	0.45124	1.40969	21.90915	1286.81173	32.37320	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	20	IO40_L372.avi	90206	IO40_R371.avi	89357	60.13733	1	50.45333	598.95167	119.59711	-1959.27430	1.08769	0.64133	3.22783	2.86637	2052.26762	17.49531	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO40	21	IO40_L372.avi	96054	IO40_R371.avi	95205	64.03600	1	54.35200	1233.94587	83.43004	-1069.82481	1.97355	0.48015	1.94473	0.20759	1635.27004	49.20080	Squalidae	Squalus	sp1		3	AD	Passing			
IO40	22	IO40_L372.avi	100877	IO40_R371.avi	100028	67.25133	1	57.56733	2753.40863	749.53985	-3629.25375	12.06227	3.34801	16.14990	2.02048	4616.76855	38.40268	Carcharhinidae	Carcharhinus	spp		1	AD	Passing			
IO40	23	IO40_L372.avi	103322	IO40_R371.avi	102473	68.88133	1	59.19733	4045.08708	256.72021	-3857.88810	22.05619	1.98024	21.62639	7.51480	5595.70687	46.47279	Triglidae	Chelidonichthys	kumu	37288001	1	AD	Passing			
IO58	0	IO58_L367.avi	1632	IO58_R368.avi	2628	1.08800		-1.00000	12.51629	-108.77773	-793.87280	0.28335	0.29201	0.68367	9.73258	801.38834	6.98263								sync		
IO58	1	IO58_L367.avi	76955	IO58_R368.avi	77951	51.30333	1	46.15200	-819.82752	-195.26284	-1937.77363	1.46603	0.74570	3.53002	0.42700	2113.10468	23.31634					1	AD	Passing			
IO58	2	IO58_L367.avi	76955	IO58_R368.avi	77951	51.30333	1	46.15200	-768.32146	-160.26323	-1884.75158	1.37397	0.70023	3.38853	4.21900	2041.63922	22.44459					1	AD	Passing			
IO330	0	IO330_L373.avi	3779	IO330_R374.avi	3094	2.51933		-1.00000	0.17672	73.07845	-833.66995	0.29861	0.29351	0.76918	0.74919	836.86682	5.68016								sync		
IO330	10	IO330_L373.avi	83569	IO330_R374.avi	82884	55.71267	1	42.78200	-976.14947	31.44277	-3826.80123	3.76234	1.27521	14.81708	2.18439	3949.46377	14.35401	Triakidae	Furgaleus	macki	37017003	1	AD	Passing			
IO330	12	IO330_L373.avi	103982	IO330_R374.avi	103297	69.32133	1	56.39067	91.50292	200.09915	-999.82946	0.36194	0.39367	1.08518	0.10640	1023.75359	13.02370	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO330	13	IO330_L373.avi	104311	IO330_R374.avi	103626	69.54067	1	56.61000	504.15377	147.09127	-1529.60382	0.86801	0.54575	2.38300	2.95037	1617.24912	19.14757	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO330	15	IO330_L373.avi	107732	IO330_R374.avi	107047	71.82133	1	58.89067	-422.35406	80.50869	-1437.27608	0.74614	0.49254	2.15594	3.82315	1500.20903	16.79257	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	16	IO330_L373.avi	107945	IO330_R374.avi	107260	71.96333	1	59.03267	-965.12859	279.98008	-2389.54733	2.15199	0.96268	5.55497	4.62490	2592.25741	23.00442	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	17	IO330_L373.avi	107962	IO330_R374.avi	107277	71.97467	1	59.04400	10.98320	97.33945	-1286.70404	0.44851	0.45117	1.78212	1.53919	1290.42740	5.02036	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	18	IO330_L373.avi	107962	IO330_R374.avi	107277	71.97467	1	59.04400	96.48183	-44.27094	-1487.97081	0.53035	0.51301	2.35688	2.84223	1491.75259	3.84949	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	19	IO330_L373.avi	107962	IO330_R374.avi	107277	71.97467	1	59.04400	128.60736	-100.16078	-1340.78864	0.49145	0.48301	1.92115	1.46851	1350.66140	6.54119	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	21	IO330_L373.avi	108019	IO330_R374.avi	107334	72.01267	1	59.08200	127.42591	184.39894	-1277.39038	0.46874	0.48781	1.75134	1.14387	1296.90652	10.51080	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO330	22	IO330_L373.avi	108326	IO330_R374.avi	107641	72.21733	1	59.28667	1037.29476	532.44117	-2975.59546	2.87991	1.69452	8.61533	1.40517	3195.87896	21.71134	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO110	0	IO110_L373.avi	1202	IO110_R374.avi	1952	0.80133		-1.00000	17.46119	-95.09934	-747.88284	0.26782	0.27196	0.61628	6.48549	754.10710	6.70819								sync		
IO110	2	IO110_L373.avi	26693	IO110_R374.avi	27443	17.79533	1	12.94133	-396.47474	-82.49617	-1305.98287	0.65451	0.45909	1.77189	2.79649	1367.32918	17.10355	Scyliorhinidae	Asymbolus	occiduus	37015026	1	AD	Passing			
IO110	4	IO110_L373.avi	27956	IO110_R374.avi	28706	18.63733	1	13.78333	313.19878	-316.42248	-1451.51062	0.64776	0.69016	2.18907	2.88894	1518.25549	16.58210	Squalidae	Squalus	sp1		3	AD	Passing			
IO110	5	IO110_L373.avi	38477	IO110_R374.avi	39227	25.65133	1	20.79733	-188.10645	226.18720	-1309.69310	0.50853	0.52741	1.83624	2.49675	1342.32660	13.18208	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	6	IO110_L373.avi	38484	IO110_R374.avi	39234	25.65600	1	20.80200	565.64573	-29.23664	-1793.90167	1.10330	0.60443	3.28365	2.13500	1881.19459	17.50063	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	7	IO110_L373.avi	38596	IO110_R374.avi	39346	25.73067	1	20.87667	107.81272	4.56919	-1617.79697	0.57891	0.54733	2.77454	2.52311	1621.39184	3.90229	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	8	IO110_L373.avi	38599	IO110_R374.avi	39349	25.73267	1	20.87867	-140.38596	-206.40337	-1686.26921	0.61902	0.69157	3.00179	34.34853	1704.64495	7.87500	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	9	IO110_L373.avi	38599	IO110_R374.avi	39349	25.73267	1	20.87867	164.23599	-236.25124	-1409.61364	0.53124	0.60186	2.10694	2.88245	1438.67950	10.99274	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	10	IO110_L373.avi	38620	IO110_R374.avi	39370	25.74667	1	20.89267	-650.69405	-50.74283	-1691.91873	1.13148	0.57371	2.86160	3.78662	1813.44054	21.05248	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO110	14	IO110_L373.avi	61761	IO110_R374.avi	62511	41.17400	1	36.32000	167.62815	-41.16630	-959.88418	0.36884	0.33259	0.98927	0.70788	975.28022	10.05511	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO110	15	IO110_L373.avi	61802	IO110_R374.avi	62552	41.20133	1	36.34733	729.96030	196.01277	-2380.89633	1.77217	0.87993	5.73057	1.29763	2497.98527	17.79742	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO110	18	IO110_L373.avi	75725	IO110_R374.avi	76475	50.48333	1	45.62933	-954.70614	225.35482	-5609.04752	5.51786	2.08659	31.84724	1.58149	5694.17796	10.09483	Carangidae	Pseudocaranx	spp		3	AD	Passing			
IO110	20	IO110_L373.avi	91075	IO110_R374.avi	91825	60.71667	1	55.86267	-750.72285	363.55778	-1867.04263	1.35214	0.85297	3.39339	1.29437	2044.89786	24.37248	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO355	0	IO355_L375.avi	5049	IO355_R376.avi	871	3.36600		-1.00000	25.03412	118.65806	-565.93369	0.19828	0.20829	0.34735	0.74149	578.78095	12.68247								sync		
IO355	2	IO355_L375.avi	9147	IO355_R376.avi	4969	6.09800	1	0.27867	1073.46097	622.17252	-3465.66710	3.60899	2.27530	12.05374	8.31751	3681.06854	20.00515	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
IO355	21	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	-28.46042	-184.31784	-1181.56006	0.41543	0.47088	1.51077	1.14688	1196.18863	8.37714	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	22	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	103.70079	-150.37739	-1266.60904	0.45910	0.48381	1.73207	1.84957	1279.71312	7.71984	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	23	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	51.32258	-145.49695	-1213.42427	0.42919	0.46095	1.59454	3.31622	1223.19329	6.68308	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	24	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	115.29310	-176.90377	-1344.02454	0.48972	0.53059	1.94247	1.04418	1360.51072	8.43216	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	25	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	150.21985	-189.13379	-1405.33623	0.52640	0.56381	2.11725	6.62994	1425.94092	9.28947	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	26	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	144.75865	-140.07904	-1319.40399	0.49307	0.49760	1.87467	3.64845	1334.69251	8.27431	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	27	IO355_L375.avi	42042	IO355_R376.avi	37864	28.02800	1	22.20867	502.77804	-235.38490	-1577.39451	0.90564	0.66521	2.56907	3.65057	1672.23361	19.14202	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO355	31	IO355_L375.avi	59044	IO355_R376.avi	54866	39.36267	1	33.54333	51.63419	459.58997	-2068.21468	0.70969	1.15946	4.51220	2.94592	2119.29257	13.20136	Scorpididae	Tilodon	sexfasciatus	37361003	1	AD	Passing			
IO355	32	IO355_L375.avi	96535	IO355_R376.avi	92357	64.35667	1	58.53733	345.48574	362.14931	-1577.91035	0.73811	0.76722	2.63659	4.22966	1655.38926	18.03787	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
IO370	0	IO370_L372.avi	2605	IO370_R371.avi	2056	1.73667		-1.00000	801.68349	35.09770	-1393.55246	1.18902	0.50347	2.19283	0.53471	1608.07858	29.98149								sync		
IO370	2	IO370_L372.avi	27981	IO370_R371.avi	27432	18.65400	1	9.26333	764.36894	-248.29980	-2254.53247	1.58663	0.90258	4.37070	1.01103	2393.49730	19.37861	Labridae	Suezichthys	bifurcatus	37384160	1	AD	Passing			
IO370	8	IO370_L372.avi	34357	IO370_R371.avi	33808	22.90467	1	13.51400	387.97586	-132.72065	-898.76276	0.32371	0.32576	0.83889	22.49332	987.88387	24.26712	Monacanthidae				1	AD	Passing			
IO370	13	IO370_L372.avi	39300	IO370_R371.avi	38751	26.20000	1	16.80933	363.08547	72.63381	-1540.41567	0.53551	0.47598	1.84742	8.37592	1584.29390	13.70299	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO370	14	IO370_L372.avi	39817	IO370_R371.avi	39268	26.54467	1	17.15400	1775.78007	498.83898	-1832.66016	4.43428	1.42232	4.86713	0.19529	2600.16893	45.41506	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO370	15	IO370_L372.avi	39817	IO370_R371.avi	39268	26.54467	1	17.15400	1674.55719	420.92862	-1476.60702	3.62363	1.09989	3.49849	0.05949	2271.93552	49.67089	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO370	16	IO370_L372.avi	40460	IO370_R371.avi	39911	26.97333	1	17.58267	1410.31203	-27.45147	-1310.41347	2.68431	0.56659	2.74624	3.06565	1925.33557	47.09766	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO370	17	IO370_L372.avi	40471	IO370_R371.avi	39922	26.98067	1	17.59000	2146.05678	31.72025	-2551.66026	7.03839	1.01790	8.62554	15.72288	3334.29692	40.08782	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO370	18	IO370_L372.avi	40486	IO370_R371.avi	39937	26.99067	1	17.60000	646.45718	-36.77144	-1643.43760	1.02236	0.55583	2.53234	4.80938	1766.39355	21.47215	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO370	20	IO370_L372.avi	40625	IO370_R371.avi	40076	27.08333	1	17.69267	900.57585	-28.40997	-1294.95779	1.33943	0.49467	2.10168	4.78081	1577.58032	34.81242	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO370	22	IO370_L372.avi	51179	IO370_R371.avi	50630	34.11933	1	24.72867	3629.10354	289.57221	-4443.47847	20.28033	2.17297	25.15363	4.45701	5744.45346	39.40192	Triakidae	Furgaleus	macki	37017003	1	AD	Passing			
IO180	0	IO180_L369.avi	3065	IO180_R370.avi	4309	2.04333		-1.00000	25.98755	-96.77423	-1116.77493	0.39303	0.40834	1.32829	0.29167	1121.26128	3.84533								sync		
IO180	5	IO180_L369.avi	80399	IO180_R370.avi	81643	53.59933	1	48.20267	-167.57032	-57.79981	-1333.49524	0.50729	0.47107	1.86868	2.50713	1345.22496	7.24525	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO253	0	IO253_L367.avi	1189	IO253_R368.avi	2921	0.79267		-1.00000	2.60205	-62.52253	-954.99550	0.33944	0.33748	0.98662	10.09857	957.04349	2.87313								sync		
IO253	2	IO253_L367.avi	32751	IO253_R368.avi	34483	21.83400	1	18.98800	124.04633	174.42839	-7024.95049	2.46460	2.48536	49.49998	66.77363	7028.21045	2.51167					1	AD	Passing	unidentified		
IO253	3	IO253_L367.avi	68077	IO253_R368.avi	69809	45.38467	1	42.53867	98.80355	156.68122	-795.60878	0.29187	0.29933	0.68140	14.64491	816.88707	13.85551	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO253	4	IO253_L367.avi	68179	IO253_R368.avi	69911	45.45267	1	42.60667	-622.47508	603.03795	-3189.05077	2.13524	2.04214	10.26656	40.25223	3304.72008	15.82623	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO378	0	IO378_L373.avi	3761	IO378_R374.avi	2834	2.50733		-1.00000	78.59140	-54.15024	-1340.98902	0.47560	0.46600	1.92593	1.44002	1344.38105	3.73156								sync		
IO378	4	IO378_L373.avi	27096	IO378_R374.avi	26169	18.06400	1	5.57533	164.28648	-191.38797	-1692.25605	0.63460	0.67905	3.01907	2.36955	1710.95001	7.98058	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO378	19	IO378_L373.avi	90977	IO378_R374.avi	90050	60.65133	1	48.16267	-321.61648	-15.57844	-1286.69209	0.58748	0.43771	1.75017	2.15535	1326.36963	14.03290	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO378	21	IO378_L373.avi	91024	IO378_R374.avi	90097	60.68267	1	48.19400	579.54192	59.99543	-3097.10132	1.99699	1.03591	9.84042	1.99098	3151.42902	10.74371	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO378	26	IO378_L373.avi	97042	IO378_R374.avi	96115	64.69467	1	52.20600	1705.60144	-177.96511	-5779.57984	9.32464	2.35391	32.64335	3.16538	6028.62264	16.46971	Scyliorhinidae	Asymbolus	occiduus	37015026	1	AD	Passing			
IO378	27	IO378_L373.avi	107008	IO378_R374.avi	106081	71.33867	1	58.85000	-197.74621	-171.23357	-1810.72046	0.70449	0.70783	3.45036	0.06881	1829.51717	7.79769	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO263	0	IO263_L378.avi	8690	IO263_R377.avi	8102	5.79333	1	0.00000	10.61945	-109.44307	-729.26268	0.25992	0.26825	0.58435	3.21250	737.50567	7.92642								Sync		
IO263	1	IO263_L378.avi	15192	IO263_R377.avi	14604	10.12800	1	4.33467	645.28401	-257.73820	-1727.28799	1.13373	0.72921	2.93810	2.44220	1861.81209	21.68037	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
IO263	2	IO263_L378.avi	16590	IO263_R377.avi	16002	11.06000	1	5.26667	-601.39524	-434.46835	-2002.13276	1.29985	1.12707	4.07562	0.34474	2135.17553	19.95814	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
IO263	3	IO263_L378.avi	26421	IO263_R377.avi	25833	17.61400	1	11.82067	-878.22753	1280.40502	-6097.72630	5.61516	7.69904	37.83022	20.74501	6292.29582	14.82706	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
IO263	11	IO263_L378.avi	48365	IO263_R377.avi	47777	32.24333	1	26.45000	487.54582	-192.03908	-1600.67415	0.89794	0.63097	2.62364	4.47569	1684.26175	17.89785	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
IO263	13	IO263_L378.avi	49767	IO263_R377.avi	49179	33.17800	1	27.38467	-488.23611	-225.07515	-2116.89134	1.21366	0.89002	4.65834	2.38799	2184.09301	13.98950	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO263	14	IO263_L378.avi	52676	IO263_R377.avi	52088	35.11733	1	29.32400	584.75451	-70.72105	-1642.65965	1.02685	0.56452	2.71964	4.41398	1745.07021	19.65855					1	AD	Passing	unknown		
IO263	15	IO263_L378.avi	54427	IO263_R377.avi	53839	36.28467	1	30.49133	-469.66277	-239.67830	-1674.78019	0.92869	0.71292	2.90739	6.85507	1755.82387	17.18944	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
IO263	16	IO263_L378.avi	62758	IO263_R377.avi	62170	41.83867	1	36.04533	456.90419	-138.96957	-1850.75463	1.01091	0.68890	3.55696	6.22261	1911.37822	14.29283	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
IO263	17	IO263_L378.avi	66453	IO263_R377.avi	65865	44.30200	1	38.50867	490.99147	-123.43927	-1763.88914	1.00241	0.64282	3.21410	3.60469	1835.10621	15.86797	Odacidae	Siphonognathus	caninis	37385011	1	AD	Passing			
IO263	19	IO263_L378.avi	68096	IO263_R377.avi	67508	45.39733	1	39.60400	299.01079	-145.02570	-1366.53460	0.60646	0.51356	1.96749	7.07617	1406.36294	13.39670	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO263	21	IO263_L378.avi	76761	IO263_R377.avi	76173	51.17400	1	45.38067	-594.10927	-270.47984	-1525.73688	0.96166	0.66217	2.31000	10.37502	1659.51746	22.90094	Neosebastidae	Neosebastes	pandus	37287003	1	AD	Passing			
IO263	22	IO263_L378.avi	77634	IO263_R377.avi	77046	51.75600	1	45.96267	1085.28607	-200.74005	-3154.78342	3.25525	1.25855	9.78113	3.59352	3342.27480	19.17413	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
